run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,asset_signal_id,canonical_article_id,title,original_url,published,summary,article_integrity_status,article_integrity_reason,primary_display_section,secondary_display_sections,repeat_exposure_status,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,access_status,canonical_asset_or_project_name,raw_project_or_property_name,address_or_location_clue,intersection_or_corridor,neighborhood_or_submarket,city,state_or_region,residential_sector,asset_type,gp_or_developer,owner_or_sponsor,lender_or_capital_partner,entitlement_status,permit_status,construction_status,delivery_or_timing_reference,unit_count,dollar_amount,site_size_or_area,deal_or_project_type,asset_strategy_signal,site_control_signal,execution_stage,primary_development_category,primary_category_reason,asset_opportunity_score,asset_risk_score,woomi_asset_relevance,recommended_asset_follow_up,evidence_article_title,source,url,confidence_level
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0019,BHI Lends $170M on Third Avenue Office-to-Resi Conversion,100,AST-20260602-012,art_286c2a4c243693bb,BHI Lends $170M on Third Avenue Office-to-Resi Conversion,https://commercialobserver.com/2026/06/bhi-metro-loft-third-avenue-manhattan-office-to-resi-conversion/,"Mon, 01 Jun 2026 17:02:39 +0000","Residential Midtown East Finance · Construction Financing BHI Lends $170M on Third Avenue Office-to-Resi Conversion By Andrew Coen June 1, 2026 1:02 pm reprints BHI's Ilana Druyan (top) and Gil Karni and 767 Third Avenue. PHOTOS: Courtesy BHI; Propertyshark A joint venture between Quantum Pacific Realty and MetroLoft has landed $169.5 million of construction financing to execute an office-to-residential conversion in Midtown East, Commercial Observer can first report. BHI provided the loan for t",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,BHI Lends $170M on Third Avenue Office-to-Resi Conversion,BHI Lends $170M on Third Avenue Office-to-Resi Conversion,767 Third Avenue,Office conversion corridor,Unknown,Los Angeles,Other / Unknown,Office-to-Residential Conversion,Office-to-Residential Conversion,BHI,BHI,Unknown,Unknown,Unknown,Unknown,2026,,,,Office-to-Residential Conversion,Office-to-Residential Conversion,Land / parcel referenced,Site Search / Early Signal,excluded,transaction / capital guard: loan,81,27,Relevant to underwriting benchmark,Monitor office conversion feasibility and policy support,BHI Lends $170M on Third Avenue Office-to-Resi Conversion,Commercial Observer,https://commercialobserver.com/2026/06/bhi-metro-loft-third-avenue-manhattan-office-to-resi-conversion/,High
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0153,BTR / Build-to-Rent - Phoenix / Arizona - Berkshire Hathaway acquires BTR player Taylor Morrison for $8.5B,100,AST-20260602-054,art_2fc2839996d4b16a,Berkshire Hathaway acquires BTR player Taylor Morrison for $8.5B,https://www.multifamilydive.com/news/berkshire-Hathaway-merger-and-acquisition-homebuilder/821651/,"Mon, 01 Jun 2026 15:51:59 -0400","An article from Dive Brief Berkshire Hathaway acquires BTR player Taylor Morrison for $8.5B The Scottsdale, Arizona-based firm builds rentals through its Yardly brand, which received a $3 billion injection last year. Published June 1, 2026 Leslie Shaver Senior Reporter Share Copy link Email LinkedIn X/Twitter Facebook Print License Add us on Google Taylor Morrison's Pear Tree development in Napa, California. Courtesy of Taylor Morrison Dive Brief: Berkshire Hathaway is acquiring home builder Tay",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,BTR / Build-to-Rent - Phoenix / Arizona - Berkshire Hathaway acquires BTR player Taylor Morrison for $8.5B,BTR / Build-to-Rent - Phoenix / Arizona - Berkshire Hathaway acquires BTR player Taylor Morrison for $8.5B,Scottsdale,General submarket monitoring,Scottsdale,Los Angeles,California,BTR / Single-Family Rental,BTR / Single-Family Rental,Berkshire Hathaway,Berkshire Hathaway,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$8.5B; $8.5B; $3 billion,,BTR / Build-to-Rent,General Asset Signal,Unknown site control,Unknown,construction_delivery_watch,matched development / asset strategy execution,81,19,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Berkshire Hathaway acquires BTR player Taylor Morrison for $8.5B,Multifamily Dive,https://www.multifamilydive.com/news/berkshire-Hathaway-merger-and-acquisition-homebuilder/821651/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0041,Entitlement / Permitting - Atlanta / Georgia - Cambridge Properties Bringing New Life to Aging Charlotte Center,80,AST-20260602-066,art_fe54334ec3b83a18,Insignia Pursuing Embassy Row Redevelopment,https://www.connectcre.com/stories/insignia-pursuing-embassy-row-redevelopment/,"Wed, 20 May 2026 13:36:38 +0000","Atlanta & Southeast News In Your Inbox Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Atlanta & Southeast + Atlanta + Apartments | May 20, 2026 By: Mike Boyd Insignia Pursuing Embassy Row Redevelopment Insignia LLC hopes to continue its redevelopment of Embassy Row, a spread-out office park in Sandy Springs. The Atlanta Business Chronicle reports that the latest project would include 111 townhomes, 1,068 apartments, 15,300 square feet of retail space, an",valid,title/source/url metadata are internally consistent,Development Activity,,repeat_penalized,2026-05-20,2026-06-02,13,recent_4_14d,usable_recent,published date parsed; article age 13 day(s),55,accessible,General Project Signal - Atlanta / Georgia - Insignia Pursuing Embassy Row Redevelopment,General Project Signal - Atlanta / Georgia - Insignia Pursuing Embassy Row Redevelopment,Atlanta,General submarket monitoring,Atlanta,Los Angeles,Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,"1,068 apartments",,,General Project Signal,General Asset Signal,Unknown site control,Unknown,construction_delivery_watch,matched development / asset strategy execution,79,31,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Insignia Pursuing Embassy Row Redevelopment,Connect CRE Atlanta,https://www.connectcre.com/stories/insignia-pursuing-embassy-row-redevelopment/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0079,Office-to-Residential Conversion - Los Angeles / California - L.A. Mayor Karen Bass On Fast-Tracking Housing and Reviving Downtown,100,AST-20260602-055,art_426090ff840b98cb,L.A. Mayor Karen Bass On Fast-Tracking Housing and Reviving Downtown,https://commercialobserver.com/2026/06/la-mayor-karen-bass-housing-downtown/,"Mon, 01 Jun 2026 18:50:42 +0000","Industry Los Angeles Development L.A. Mayor Karen Bass On Fast-Tracking Housing and Reviving Downtown The incumbent made her case to L.A.’s commercial real estate industry ahead of the June 2 primary By Greg Cornfield June 1, 2026 2:50 pm reprints Los Angeles Mayor Karen Bass (left) and Lew Horne, president of CBRE's offices in Southern California. PHOTO: Gregory Cornfield/Commercial Observer With Los Angeles’ primary election this week, housing and affordability have dominated the election , as",valid,title/source/url metadata are internally consistent,Development Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,Office-to-Residential Conversion - Los Angeles / California - L.A. Mayor Karen Bass On Fast-Tracking Housing and Reviving Downtown,Office-to-Residential Conversion - Los Angeles / California - L.A. Mayor Karen Bass On Fast-Tracking Housing and Reviving Downtown,Los Angeles,Downtown infill; Office conversion corridor,Los Angeles,Los Angeles,California,Affordable Housing,Office-to-Residential,CBRE,CBRE,CBRE,Unknown,Unknown,Unknown,No explicit timing reference,,,,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown site control,Unknown,approval_watch,matched permit,79,30,Relevant to underwriting benchmark,Monitor office conversion feasibility and policy support,L.A. Mayor Karen Bass On Fast-Tracking Housing and Reviving Downtown,Commercial Observer,https://commercialobserver.com/2026/06/la-mayor-karen-bass-housing-downtown/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0168,"JV / Partnership - Washington DC - St. John Properties, Somerset Companies Break Ground on $148M Maryland MF Project",80,AST-20260602-053,art_6664b6bcc6439a4d,"St. John Properties, Somerset Companies Break Ground on $148M Maryland MF Project",https://www.connectcre.com/stories/st-john-properties-somerset-companies-break-ground-on-148m-maryland-mf-project/,"Mon, 01 Jun 2026 18:53:24 +0000","Washington DC CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Washington DC & Mid-Atlantic + Maryland + Apartments | June 1, 2026 By: Jasmine Kilman St. John Properties, Somerset Companies Break Ground on $148M Maryland MF Project St. John Properties, Inc. and Somerset Companies have begun construction on Aspen at Greenleigh, a $148 million, 335-unit luxury multifamily community located within the 1,000-acre mixed-use Greenleigh co",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,"JV / Partnership - Washington DC - St. John Properties, Somerset Companies Break Ground on $148M Maryland MF Project","JV / Partnership - Washington DC - St. John Properties, Somerset Companies Break Ground on $148M Maryland MF Project",Washington Dc,General submarket monitoring,Washington Dc,Los Angeles,Unknown,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$148M; $148M; $148 million,,JV / Partnership,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,construction_delivery_watch,matched development / asset strategy execution,79,23,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"St. John Properties, Somerset Companies Break Ground on $148M Maryland MF Project",Connect CRE Apartments,https://www.connectcre.com/stories/st-john-properties-somerset-companies-break-ground-on-148m-maryland-mf-project/,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0051,Entitlement / Permitting - California - 80 homes coming to 824 S. Gladys Ave. in San Gabriel,80,AST-20260602-040,art_fe0ae8bfe24c1fa8,Adam Neumann’s Flow Makes First West Coast Acquisition,https://www.connectcre.com/stories/adam-neumanns-flow-makes-first-west-coast-acquisition/,"Mon, 01 Jun 2026 15:41:54 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Bay Area + Apartments | June 1, 2026 By: Paul Bubny Adam Neumann’s Flow Makes First West Coast Acquisition Flow, the real estate company founded by WeWork co-founder Adam Neumann, has acquired The Fay residential tower at 10 E. Reed St. in downtown San Jose for $175 million, the Silicon Valley Business Journal reported. The deal marks the company’s entry into C",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,repeat_penalized,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),48,accessible,Acquisition - California - Adam Neumann’s Flow Makes First West Coast Acquisition,Acquisition - California - Adam Neumann’s Flow Makes First West Coast Acquisition,California,General submarket monitoring,California,Los Angeles,California,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$175 million; $175 million,,Acquisition,General Asset Signal,Existing asset sale,Unknown,excluded,transaction / capital guard: acquisition,78,36,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Adam Neumann’s Flow Makes First West Coast Acquisition,Connect CRE Apartments,https://www.connectcre.com/stories/adam-neumanns-flow-makes-first-west-coast-acquisition/,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0035,BTR / Build-to-Rent - Atlanta / Georgia - Crescent Debuts 151-Unit Lawrenceville BTR Community,100,AST-20260602-057,art_fc1311cd1f2aa0cf,Crescent Debuts 151-Unit Lawrenceville BTR Community,https://www.connectcre.com/stories/crescent-debuts-151-unit-lawrenceville-btr-community/,"Mon, 01 Jun 2026 15:15:27 +0000","Atlanta & Southeast News In Your Inbox Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Atlanta & Southeast + Atlanta Metro + Apartments | June 1, 2026 By: Mike Boyd Crescent Debuts 151-Unit Lawrenceville BTR Community Crescent Communities opened its latest build-to-rent community, this one in Lawrenceville. The 151-unit project will be Crescent Communities’ 13th multifamily investment in the greater Atlanta market. Its the first under its Harmon brand. Ha",valid,title/source/url metadata are internally consistent,Development Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,BTR / Build-to-Rent - Atlanta / Georgia - Crescent Debuts 151-Unit Lawrenceville BTR Community,BTR / Build-to-Rent - Atlanta / Georgia - Crescent Debuts 151-Unit Lawrenceville BTR Community,Atlanta,General submarket monitoring,Atlanta,Los Angeles,Unknown,BTR / Single-Family Rental,BTR / Single-Family Rental,Crescent Communities,Crescent Communities,Unknown,Unknown,Unknown,Completed / opened,opened,,,,BTR / Build-to-Rent,Lease-Up / Delivery,Unknown site control,Delivered / Lease-Up,construction_delivery_watch,matched debuts,78,14,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Crescent Debuts 151-Unit Lawrenceville BTR Community,Connect CRE Apartments,https://www.connectcre.com/stories/crescent-debuts-151-unit-lawrenceville-btr-community/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0036,Acquisition - Atlanta / Georgia - Converted Belmont Mill Trades for $55.5M,100,AST-20260602-046,art_e4a7e8fdf3c3fe83,Converted Belmont Mill Trades for $55.5M,https://www.connectcre.com/stories/converted-belmont-mill-trades-for-55-5m/,"Mon, 01 Jun 2026 14:42:03 +0000","Atlanta & Southeast News In Your Inbox Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Atlanta & Southeast + Carolinas + Apartments | June 1, 2026 By: Mike Boyd Converted Belmont Mill Trades for $55.5M Harbor Group International purchased Chronicle Mill at 96 Catawba St. in Belmont from Armada Hoffler Realty Trust (AH). The Charlotte Business Journal reports the Chronicle Mill is a 238-unit adaptive-reuse apartment complex with 9,000 square feet of commer",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,Acquisition - Atlanta / Georgia - Converted Belmont Mill Trades for $55.5M,Acquisition - Atlanta / Georgia - Converted Belmont Mill Trades for $55.5M,Atlanta,General submarket monitoring,Atlanta,Los Angeles,Unknown,Student Housing,Apartment,Harbor Group International,Harbor Group International,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$55.5M; $55.5M; $55.5m,,Acquisition,General Asset Signal,Existing asset sale,Unknown,excluded,transaction / capital guard: acquisition,77,19,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Converted Belmont Mill Trades for $55.5M,Connect CRE Apartments,https://www.connectcre.com/stories/converted-belmont-mill-trades-for-55-5m/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0124,Acquisition - Other / Unknown - SAGE Arranges $21.5M Sale of Northern New Jersey Apartment Building,100,AST-20260602-050,art_4068015e196a3146,SAGE Arranges $21.5M Sale of Northern New Jersey Apartment Building,https://rebusinessonline.com/sage-arranges-21-5m-sale-of-northern-new-jersey-apartment-building/,2026-06-01T14:51:19Z,"Acquisitions Multifamily New Jersey Northeast SAGE Arranges $21.5M Sale of Northern New Jersey Apartment Building by Taylor Williams June 1, 2026 June 1, 2026 3 PALISADES PARK, N.J. — SAGE Investment Real Estate Advisors, a locally based brokerage firm, has arranged the $21.5 million sale of a 99-unit apartment building in the Northern New Jersey community of Palisades Park. The unnamed building offers studio, one- and two-bedroom units. Greg Pine and Steve Tragash of SAGE brokered the deal. The",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,Acquisition - Other / Unknown - SAGE Arranges $21.5M Sale of Northern New Jersey Apartment Building,Acquisition - Other / Unknown - SAGE Arranges $21.5M Sale of Northern New Jersey Apartment Building,Unknown,General submarket monitoring,Unknown,Other / Unknown,Unknown,Apartment,Apartment,SAGE,SAGE,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$21.5M; $21.5M; $21.5 million,,Acquisition,General Asset Signal,Existing asset sale,Unknown,excluded,transaction / capital guard: sale,76,22,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,SAGE Arranges $21.5M Sale of Northern New Jersey Apartment Building,REBusiness Online,https://rebusinessonline.com/sage-arranges-21-5m-sale-of-northern-new-jersey-apartment-building/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0058,Acquisition - Houston / Texas - Town Lane Picks Up 186-Bed League City Sr. Living Facility,100,AST-20260602-044,art_15ef1e7cdf7eb5d2,Town Lane Picks Up 186-Bed League City Sr. Living Facility,https://www.connectcre.com/stories/town-lane-picks-186-bed-league-city-sr-living-facility/,"Mon, 01 Jun 2026 16:14:20 +0000","Texas CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Texas + Houston-Galveston + Senior Housing | June 1, 2026 By: Mike Boyd Town Lane Picks Up 186-Bed League City Sr. Living Facility Berkadia brokered the sale of Grand Living at Tuscan Lakes, a Class-A senior living community in League City, Texas, approximately 30 miles southeast of downtown Houston. Grand Living at Tuscan Lakes was purchased by Town Lane and Arcole Partners, it",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,Acquisition - Houston / Texas - Town Lane Picks Up 186-Bed League City Sr. Living Facility,Acquisition - Houston / Texas - Town Lane Picks Up 186-Bed League City Sr. Living Facility,Houston,General submarket monitoring,Houston,Los Angeles,Unknown,Senior Housing,Senior Housing,Berkadia,Berkadia,Berkadia,Unknown,Unknown,Unknown,No explicit timing reference,,,,Acquisition,General Asset Signal,Existing asset sale,Unknown,excluded,transaction / capital guard: acquisition,76,21,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Town Lane Picks Up 186-Bed League City Sr. Living Facility,Connect CRE Texas,https://www.connectcre.com/stories/town-lane-picks-186-bed-league-city-sr-living-facility/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0014,150 apartments debut at 549 S. Harvard Blvd. in Koreatown,80,AST-20260602-003,art_da529bee74e42944,150 apartments debut at 549 S. Harvard Blvd. in Koreatown,https://la.urbanize.city/post/150-apartments-debut-549-s-harvard-blvd-koreatown,"Fri, 29 May 2026 13:05:00 +0000","150 apartments debut at 549 S. Harvard Blvd. in Koreatown | Urbanize LA Skip to main content Advertisement Advertisement In Koreatown , work is largely complete for a new mixed-use development from Jamison Services, Inc. at the intersection of 6th and Harvard. The Maru apartments, located 549 S. Harvard Boulevard , consists of a seven-story building featuring 150 studio, one-, and two-bedroom apartments atop 12,900 square feet of ground-floor commercial space. Parking for 192 vehicles is provide",valid,title/source/url metadata are internally consistent,Development Activity,,acceptable_repeat,2026-05-29,2026-06-02,4,recent_4_14d,usable_recent,published date parsed; article age 4 day(s),66,accessible,150 apartments debut at 549 S. Harvard Blvd. in Koreatown,150 apartments debut at 549 S. Harvard Blvd. in Koreatown,549 S. Harvard Blvd,Mixed-use corridor,Koreatown,Los Angeles,Los Angeles / California,Affordable Housing,Affordable Housing,,,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,900 square feet,General Asset Signal,General Asset Signal,Unknown site control,Unknown,construction_delivery_watch,matched development / asset strategy execution,75,26,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,150 apartments debut at 549 S. Harvard Blvd. in Koreatown,Urbanize LA,https://la.urbanize.city/post/150-apartments-debut-549-s-harvard-blvd-koreatown,High
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0025,"PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California",100,AST-20260602-005,art_0b840d252a0c4170,"PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California",https://rebusinessonline.com/pccp-alliance-residential-buy-184-unit-multifamily-community-in-riverside-california/,2026-06-01T15:26:54Z,"The Hawthorne in Riverside, Calif., features 184 apartments, a pool, spa, fitness center and clubhouse with entertainment areas. Acquisitions California Multifamily Western PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California by Amy Works June 1, 2026 June 1, 2026 2 RIVERSIDE, CALIF. — A joint venture between PCCP Multifamily and Alliance Residential Co. has purchased The Hawthorne, an apartment property located at 9170 Indiana Ave. in Riverside, for $65.3 milli",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,repeat_penalized,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),48,accessible,"PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California","PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California",9170 Indiana Ave,General submarket monitoring,Riverside,Los Angeles,Riverside / California,Apartment,Apartment,PCCP,PCCP,Unknown,Unknown,Unknown,Unknown,2026,,,,General Asset Signal,General Asset Signal,Site acquired,Unknown,excluded,transaction / capital guard: acquisition,75,26,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California",REBusiness Online,https://rebusinessonline.com/pccp-alliance-residential-buy-184-unit-multifamily-community-in-riverside-california/,High
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0017,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,100,AST-20260602-006,art_86d3cff087fb1b43,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,https://www.connectcre.com/stories/alta-developers-lands-91-8m-construction-loan-for-miami-apartments/,"Thu, 21 May 2026 14:05:25 +0000","Florida & Gulf Coast CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Florida & Gulf Coast + South Florida + Apartments | May 21, 2026 By: Mike Boyd Alta Developers Lands $91.8M Construction Loan for Miami Apartments Madison Realty Capital originated a $91.8 million construction loan to Alta Developers for the development of Alta Sunset, a 314-unit multifamily project located at 6075 Sunset Drive in South Miami, Florida. Upon comple",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,repeat_penalized,2026-05-21,2026-06-02,12,recent_4_14d,usable_recent,published date parsed; article age 12 day(s),55,accessible,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,6075 Sunset Drive,General submarket monitoring,Miami,Los Angeles,Miami / Florida,Apartment,Apartment,Miami Apartments Madison Realty Capital,Miami Apartments Madison Realty Capital,Unknown,Unknown,Unknown,Unknown,2026,,,,Refinancing / Recapitalization,Refinancing / Recapitalization,Land / parcel referenced,Site Search / Early Signal,excluded,transaction / capital guard: loan,75,18,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Connect CRE South Florida,https://www.connectcre.com/stories/alta-developers-lands-91-8m-construction-loan-for-miami-apartments/,High
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0023,New plan unveiled for West Hollywood's Melrose Triangle development,80,AST-20260602-001,art_737c64338f6aec41,New plan unveiled for West Hollywood's Melrose Triangle development,https://la.urbanize.city/post/new-plan-unveiled-west-hollywoods-melrose-triangle-development,"Mon, 01 Jun 2026 13:15:00 +0000","New plan unveiled for West Hollywood's Melrose Triangle development | Urbanize LA Skip to main content Advertisement Advertisement A recent community presentation offers up a look at the latest plan for the vacant Melrose Triangle site in West Hollywood. The project from The Charles Company , located on a block-spanning site at 9060 Santa Monica Boulevard, began excavation in 2021, but has remained an empty pit in the five years that have since passed. Plans to redevelop the site - which is name",valid,title/source/url metadata are internally consistent,Development Activity,Market Intelligence,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,New plan unveiled for West Hollywood's Melrose Triangle development,New plan unveiled for West Hollywood's Melrose Triangle development,9060 Santa Monica Boulevard,General submarket monitoring,Hollywood,Los Angeles,Los Angeles / California,Apartment,Apartment,,,Unknown,Unknown,Unknown,Unknown,in 2021,,,,General Asset Signal,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,construction_delivery_watch,matched development / asset strategy execution,75,18,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,New plan unveiled for West Hollywood's Melrose Triangle development,Urbanize LA,https://la.urbanize.city/post/new-plan-unveiled-west-hollywoods-melrose-triangle-development,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0025,"PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California",100,AST-20260602-008,art_fe740a152ba7cd5a,"PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex",https://www.connectcre.com/stories/pccp-alliance-residential-snap-up-garden-style-riverside-complex/,"Fri, 29 May 2026 21:34:26 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Inland Empire + Apartments | May 29, 2026 By: Paul Bubny PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex A joint venture between PCCP and Alliance Residential Company completed the $65.3-million acquisition of The Hawthorne, a 184-unit multifamily community located at 9170 Indiana Ave. in Riverside. The seller was not disclosed. Delivered in 2",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,repeat_penalized,2026-05-29,2026-06-02,4,recent_4_14d,usable_recent,published date parsed; article age 4 day(s),36,accessible,"PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex","PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex",9170 Indiana Ave,General submarket monitoring,Inland Empire,Los Angeles,Riverside / California,Apartment,Apartment,PCCP,PCCP,Unknown,Unknown,Unknown,Completed / opened,2026,,,,Lease-Up / Delivery,Lease-Up / Delivery,Land / parcel referenced,Delivered / Lease-Up,excluded,transaction / capital guard: acquisition,75,18,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex",Connect CRE California,https://www.connectcre.com/stories/pccp-alliance-residential-snap-up-garden-style-riverside-complex/,High
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0004,Jefferson Apartment Group Delivers Luxury Multifamily Community J Optimist Park in Charlotte North Carolina,80,AST-20260602-010,art_fe88a577d28e5903,Jefferson Apartment Group Delivers Luxury Multifamily Community J Optimist Park in Charlotte North Carolina,https://yieldpro.com/2026/06/j-optimist-park/,"Mon, 01 Jun 2026 15:19:46 +0000","Deal boom Midwest-South region News Facebook Twitter Linkedin Premiere East Coast developer Jefferson Apartment Group (JAG) has delivered J Optimist Park , a 350-unit luxury multifamily development in Charlotte, North Carolina. This distinctive 6-story mid-rise is located in the popular Optimist Park neighborhood, adjacent to the trendy Optimist Hall food hall and just outside the Uptown business district. Located on 5 acres at 1130 N. College Street, J Optimist Park features red-brick and ironw",valid,title/source/url metadata are internally consistent,Development Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,Jefferson Apartment Group Delivers Luxury Multifamily Community J Optimist Park in Charlotte North Carolina,Jefferson Apartment Group Delivers Luxury Multifamily Community J Optimist Park in Charlotte North Carolina,1130 N. College Street,General submarket monitoring,Charlotte,Los Angeles,Sun Belt,Apartment,Apartment,,,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,5 acres,General Asset Signal,General Asset Signal,Land / parcel referenced,Delivered / Lease-Up,construction_delivery_watch,matched delivered,74,17,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Jefferson Apartment Group Delivers Luxury Multifamily Community J Optimist Park in Charlotte North Carolina,Yield PRO,https://yieldpro.com/2026/06/j-optimist-park/,Medium
