run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0118,Acquisition - Sun Belt - Finmarc Sells Capital Marketplace Retail Center in Raleigh for $80.6M,80,2026-05-20 04:06:06,Acquisition - Sun Belt - Finmarc Sells Capital Marketplace Retail Center in Raleigh for $80.6M,Acquisition,Unknown Residential,General Residential,Sun Belt,Raleigh,Sun Belt,Unknown,Unknown,Unknown,cbre,CBRE,Unknown,Unknown,Sun Belt,,$80.6M; $80.6M; $80.6m,,$80.6M,,,,,,,,59,Monitor,Pricing benchmark,Finmarc Sells Capital Marketplace Retail Center in Raleigh for $80.6M,REBusiness Online,https://rebusinessonline.com/finmarc-sells-capital-marketplace-retail-center-in-raleigh-for-80-6m/,61,DFP-6537051992,75,Acquisition - Acquisition - Sun Belt - Finmarc Sells Capital Marketplace Retail Center in Raleigh for $80.6M,Acquisition - Unknown - Sun Belt,DCL-20260520-031,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0044,"Acquisition - Sun Belt - BGO Acquires 851,500 SF Logistics Facility in Metro Charlotte",100,2026-05-20 04:06:06,"Acquisition - Sun Belt - BGO Acquires 851,500 SF Logistics Facility in Metro Charlotte",Acquisition,Unknown Residential,General Residential,Sun Belt,Charlotte,Sun Belt,BGO,BGO,Unknown,jll,JLL,Unknown,Unknown,Sun Belt,,,,,,,,,,,,58,Monitor,Monitor only,"BGO Acquires 851,500 SF Logistics Facility in Metro Charlotte",REBusiness Online,https://rebusinessonline.com/bgo-acquires-851500-sf-logistics-facility-in-metro-charlotte/,52,DFP-1163EC7919,80,"Acquisition - Acquisition - Sun Belt - BGO Acquires 851,500 SF Logistics Facility in Metro Charlotte",Acquisition - BGO - Sun Belt,DCL-20260520-032,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0116,JV / Partnership - Sun Belt - ZOM Ordered To Pay $323M For Circumventing Partner In Arizona Multifamily JV,80,2026-05-20 04:06:06,JV / Partnership - Sun Belt - ZOM Ordered To Pay $323M For Circumventing Partner In Arizona Multifamily JV,JV / Partnership,Multifamily,Multifamily,Sun Belt,Phoenix,Sun Belt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,$323M; $323M; $323m,,,,,,,,,,57,Monitor,GP partnership reference,ZOM Ordered To Pay $323M For Circumventing Partner In Arizona Multifamily JV,Bisnow,https://www.bisnow.com/national/news/multifamily/zom-to-pay-323m-for-circumventing-grey-development-group-in-arizona-multifamily-jv-134647,76,DFP-6C328FB356,65,JV / Partnership - JV / Partnership - Sun Belt - ZOM Ordered To Pay $323M For Circumventing Partner In Arizona Multifamily JV,JV / Partnership - Unknown - Sun Belt,DCL-20260520-033,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0033,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,80,2026-05-20 04:06:06,Acquisition - Sun Belt - COFE Acquires 400K-SF Atlanta Warehouse Project,Acquisition,Unknown Residential,General Residential,Sun Belt,Atlanta,Sun Belt,Unknown,Unknown,Unknown,jll,JLL,Unknown,Unknown,Sun Belt,,$35.7 million; $35.7 million,,$35.7 million,,,,,,,,56,Monitor,Pricing benchmark,COFE Acquires 400K-SF Atlanta Warehouse Project,Connect CRE Atlanta,https://www.connectcre.com/stories/cofe-acquires-400k-sf-atlanta-warehouse-project/,51,DFP-FFD159AC6D,75,Acquisition - Acquisition - Sun Belt - COFE Acquires 400K-SF Atlanta Warehouse Project,Acquisition - Unknown - Sun Belt,DCL-20260520-034,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0054,Acquisition - Sun Belt - Walker & Dunlop Arranges $128.5M Acquisition Financing for Houston Luxury Residential Comm...,80,2026-05-20 04:06:06,Acquisition - Sun Belt - Walker & Dunlop Arranges $128.5M Acquisition Financing for Houston Luxury Residential Comm...,Acquisition,Unknown Residential,General Residential,Sun Belt,Houston,Sun Belt,Unknown,Unknown,Unknown,walker & dunlop,walker & dunlop,Unknown,Unknown,Sun Belt,,$128.5M; $128.5 million; $128.5m,$128.5M,$128.5M,,,,,,,,56,Monitor,Pricing benchmark,Walker & Dunlop Arranges $128.5M Acquisition Financing for Houston Luxury Residential Community,Yield PRO,https://yieldpro.com/2026/05/the-arno/,50,DFP-22B40F1528,75,Acquisition - Acquisition - Sun Belt - Walker & Dunlop Arranges $128.5M Acquisition Financing for Houston Luxury Residential Comm...,Acquisition - Unknown - Sun Belt,DCL-20260520-035,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0079,"Disposition / Exit - New York - Kislak Negotiates $6.8M Sale of Apartment Building in North Bergen, New Jersey",80,2026-05-20 04:06:06,"Disposition / Exit - New York - Kislak Negotiates $6.8M Sale of Apartment Building in North Bergen, New Jersey",Disposition / Exit,Apartment,Apartment,New York,Manhattan,New York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New York,,$6.8M; $6.8M; $6.8 million,,,,,,,,,,56,Monitor,Underwriting benchmark,"Kislak Negotiates $6.8M Sale of Apartment Building in North Bergen, New Jersey",REBusiness Online,https://rebusinessonline.com/kislak-negotiates-6-8m-sale-of-apartment-building-in-north-bergen-new-jersey/,87,DFP-9902CF832B,65,"Disposition / Exit - Disposition / Exit - New York - Kislak Negotiates $6.8M Sale of Apartment Building in North Bergen, New Jersey",Disposition / Exit - Unknown - New York,DCL-20260520-036,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0042,"General Project Signal - California - JLL, HJ Sims Secure $252.1M in Financing for Planned 214-Unit Seniors Housing Project in H...",80,2026-05-20 04:06:06,General Project Signal - California - Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,General Project Signal,Unknown Residential,General Residential,California,California,California,Unknown,Unknown,Unknown,jll,JLL,Unknown,Unknown,California,,$26 million; $26 million,$26 million,,,,,,,,,55,Monitor,Capital market signal,Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,Connect CRE Orange County,https://www.connectcre.com/stories/anaheim-industrial-outdoor-storage-site-secured-bridge-loan/,55,DFP-5FF0E680D7,75,General Project Signal - General Project Signal - California - Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,General Project Signal - Unknown - California,DCL-20260520-037,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0082,Refinancing - Sun Belt - Dwight Capital Closes $130M HUD Refi on N. Miami Apartments,80,2026-05-20 04:06:06,Disposition / Exit - Sun Belt - Grand Peaks Sells Miami-Area Apartments for $65.5M,Disposition / Exit,Apartment,Apartment,Sun Belt,Miami,Sun Belt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,$65.5M; $65.5M; $65.5 million,,,,,,,,,,54,Monitor,Underwriting benchmark,Grand Peaks Sells Miami-Area Apartments for $65.5M,Connect CRE South Florida,https://www.connectcre.com/stories/grand-peaks-sells-miami-area-apartments-for-65-5m/,80,DFP-996C9E64B4,65,Disposition / Exit - Disposition / Exit - Sun Belt - Grand Peaks Sells Miami-Area Apartments for $65.5M,Disposition / Exit - Unknown - Sun Belt,DCL-20260520-038,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0033,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,80,2026-05-20 04:06:06,General Project Signal - Sun Belt - Woodfield Tops Out 325-Unit Apartment Community in Atlanta,General Project Signal,Affordable Housing,Workforce Housing,Sun Belt,Atlanta,Sun Belt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,$1; $3,,,,,,,,,,54,Monitor,Underwriting benchmark,Woodfield Tops Out 325-Unit Apartment Community in Atlanta,REBusiness Online,https://rebusinessonline.com/woodfield-tops-out-325-unit-apartment-community-in-atlanta/,98,DFP-4111E431C6,65,General Project Signal - General Project Signal - Sun Belt - Woodfield Tops Out 325-Unit Apartment Community in Atlanta,General Project Signal - Unknown - Sun Belt,DCL-20260520-039,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0050,Disposition / Exit - Sun Belt - Institutional Property Advisors Brokers Luxury Apartment Sale in Dallas,80,2026-05-20 04:06:06,Disposition / Exit - Sun Belt - Institutional Property Advisors Brokers Luxury Apartment Sale in Dallas,Disposition / Exit,Apartment,Apartment,Sun Belt,Dallas,Sun Belt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,$135; $1.5 million; $135,$135,,,,,,,,,52,Monitor,Capital market signal,Institutional Property Advisors Brokers Luxury Apartment Sale in Dallas,Yield PRO,https://yieldpro.com/2026/05/park-west/,75,DFP-E1C91A2697,65,Disposition / Exit - Disposition / Exit - Sun Belt - Institutional Property Advisors Brokers Luxury Apartment Sale in Dallas,Disposition / Exit - Unknown - Sun Belt,DCL-20260520-040,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0113,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",80,2026-05-20 04:06:06,Disposition / Exit - Other / Unknown - Insight Property Group Completes $17M Sale of Hunters Branch Townhome Site and Starts $174...,Disposition / Exit,Apartment,Apartment,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,$17M; $174.6M; $17 million,,,,,,,,,,51,Monitor,Underwriting benchmark,Insight Property Group Completes $17M Sale of Hunters Branch Townhome Site and Starts $174.6M Multifamily Development,Yield PRO,https://yieldpro.com/2026/05/hunters-branch/,100,DFP-8582B1A05D,55,Disposition / Exit - Disposition / Exit - Other / Unknown - Insight Property Group Completes $17M Sale of Hunters Branch Townhome Site and Starts $174...,Disposition / Exit - Unknown - Other / Unknown,DCL-20260520-041,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0113,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",80,2026-05-20 04:06:06,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",Construction Financing,Affordable Housing,Affordable Housing,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,cushman,cushman,Unknown,Unknown,Other / Unknown,,,,,,,,,,,,50,Monitor,Capital market signal,"Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar, New Jersey",REBusiness Online,https://rebusinessonline.com/cushman-wakefield-arranges-construction-loan-for-198-unit-multifamily-project-in-belmar-new-jersey/,91,DFP-33A17ED262,55,"Construction Financing - Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",Construction Financing - Unknown - cushman - Other / Unknown,DCL-20260520-042,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0154,Construction Financing - National - North American Development Group Lands $106M to Build Boca Raton Rental,80,2026-05-20 04:06:06,Construction Financing - National - North American Development Group Lands $106M to Build Boca Raton Rental,Construction Financing,Multifamily,Multifamily,National,U.S.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,National,,$106M; $106M; $105.5 million,$106M,,,,,,,,,50,Monitor,Capital market signal,North American Development Group Lands $106M to Build Boca Raton Rental,Commercial Observer,https://commercialobserver.com/2026/05/north-american-development-group-nuvo-midtown-boca/,86,DFP-F3B2D09E73,65,Construction Financing - Construction Financing - National - North American Development Group Lands $106M to Build Boca Raton Rental,Construction Financing - Unknown - National,DCL-20260520-043,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0113,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",80,2026-05-20 04:06:06,Development Start - Other / Unknown - Insight Property Group Begins Construction on $175M Multifamily Development,Development Start,Apartment,Apartment,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,$175M; $175M; $175m,,,,,,,,,,50,Monitor,Pipeline / supply signal,Insight Property Group Begins Construction on $175M Multifamily Development,Connect CRE Apartments,https://www.connectcre.com/stories/insight-property-group-begins-construction-on-175m-multifamily-development/,85,DFP-6633D8A88A,55,Development Start - Development Start - Other / Unknown - Insight Property Group Begins Construction on $175M Multifamily Development,Development Start - Unknown - Other / Unknown,DCL-20260520-044,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0033,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,80,2026-05-20 04:06:06,"Development Start - Sun Belt - Struggling To Find Equity, Developers Pull Back On New Builds",Development Start,Multifamily,Multifamily,Sun Belt,Atlanta,Sun Belt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,,,,,,,,,,,50,Monitor,Pipeline / supply signal,"Struggling To Find Equity, Developers Pull Back On New Builds",Bisnow,https://www.bisnow.com/national/news/capital-markets/struggling-to-find-equity-developers-pull-back-on-new-builds-134608,86,DFP-FC4009DE78,55,"Development Start - Development Start - Sun Belt - Struggling To Find Equity, Developers Pull Back On New Builds",Development Start - Unknown - Sun Belt,DCL-20260520-045,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0153,Disposition / Exit - Texas - LifeCare Sells Texas Luxury Multifamily Senior Community in Tyler Texas,80,2026-05-20 04:06:06,Acquisition - Texas - Apartment Investor Targets San Antonio Value-Add Rental Assets,Acquisition,Apartment,Apartment,Texas,Texas,Texas,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Texas,,$45 million; $45 million,,$45 million,,,,,,,,49,Monitor,Pricing benchmark,Apartment Investor Targets San Antonio Value-Add Rental Assets,Connect CRE Apartments,https://www.connectcre.com/stories/apartment-investor-targets-san-antonio-value-add-rental-assets/,55,DFP-9F886E3612,65,Acquisition - Acquisition - Texas - Apartment Investor Targets San Antonio Value-Add Rental Assets,Acquisition - Unknown - Texas,DCL-20260520-046,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0125,"General Project Signal - Southeast - Bradford Allen Opens 301-Unit Arbor House Apartments in Arlington Heights, Illinois",80,2026-05-20 04:06:06,"General Project Signal - Southeast - Bradford Allen Opens 301-Unit Arbor House Apartments in Arlington Heights, Illinois",General Project Signal,Mixed-Use Residential,Mixed-Use Residential,Southeast,Southeast,Southeast,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Southeast,301 units,,,,,,,,,opened,,49,Monitor,Underwriting benchmark,"Bradford Allen Opens 301-Unit Arbor House Apartments in Arlington Heights, Illinois",REBusiness Online,https://rebusinessonline.com/bradford-allen-opens-301-unit-arbor-house-apartments-in-arlington-heights-illinois/,83,DFP-B835ED48F0,65,"General Project Signal - General Project Signal - Southeast - Bradford Allen Opens 301-Unit Arbor House Apartments in Arlington Heights, Illinois",General Project Signal - Unknown - Southeast,DCL-20260520-047,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0059,"General Project Signal - Los Angeles - Taylor Yard wetland takes shape, General Hospital update, and more",80,2026-05-20 04:06:06,"General Project Signal - Los Angeles - Taylor Yard wetland takes shape, General Hospital update, and more",General Project Signal,Mixed-Use Residential,Mixed-Use Residential,Los Angeles,La County,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,,$2.9 million; $25 million,,,,,,,,,,49,Monitor,Entitlement / zoning watch,"Taylor Yard wetland takes shape, General Hospital update, and more",Urbanize LA,https://la.urbanize.city/post/taylor-yard-wetland-takes-shape-general-hospital-update-and-more,59,DFP-151B6BFC0E,65,"General Project Signal - General Project Signal - Los Angeles - Taylor Yard wetland takes shape, General Hospital update, and more",General Project Signal - Unknown - Los Angeles,DCL-20260520-048,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0088,Ares Acquires Stake in Rover Pipeline from Blackstone Energy Transition Partners to Serve Growing Energy Demand Centers Across North America,100,2026-05-20 04:06:06,General Project Signal - New York - Ares Acquires Stake in Rover Pipeline from Blackstone Energy Transition Partners to Serve...,General Project Signal,Unknown Residential,General Residential,New York,New York,New York,Blackstone,Blackstone,blackstone,Unknown,Unknown,blackstone,Blackstone,New York,,,,,,,,,,,,48,Monitor,Monitor only,Ares Acquires Stake in Rover Pipeline from Blackstone Energy Transition Partners to Serve Growing Energy Demand Centers Across North America,Blackstone Real Estate,https://www.blackstone.com/news/press/ares-acquires-stake-in-rover-pipeline-from-blackstone-energy-transition-partners-to-serve-growing-energy-demand-centers-across-north-america/,51,DFP-9987D34F99,70,General Project Signal - General Project Signal - New York - Ares Acquires Stake in Rover Pipeline from Blackstone Energy Transition Partners to Serve...,General Project Signal - Blackstone - New York,DCL-20260520-049,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0054,Acquisition - Sun Belt - Walker & Dunlop Arranges $128.5M Acquisition Financing for Houston Luxury Residential Comm...,80,2026-05-20 04:06:06,General Project Signal - Sun Belt - Sueba USA’s 353-Unit Katy Apartment Project Nears Completion,General Project Signal,Apartment,Apartment,Sun Belt,Houston,Sun Belt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,$1; $3; $1,,,,,,,,,,48,Monitor,Underwriting benchmark,Sueba USA’s 353-Unit Katy Apartment Project Nears Completion,Connect CRE Texas,https://www.connectcre.com/stories/sueba-usas-353-unit-katy-apartment-project-nears-completion/,81,DFP-7445A3823A,65,General Project Signal - General Project Signal - Sun Belt - Sueba USA’s 353-Unit Katy Apartment Project Nears Completion,General Project Signal - Unknown - Sun Belt,DCL-20260520-050,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0119,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",80,2026-05-20 04:06:06,"Entitlement / Permitting - California - Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",Entitlement / Permitting,Mixed-Use Residential,Affordable Housing,California,San Francisco,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,California,,,,,,,,,,,Permits,47,Monitor,Entitlement / zoning watch,"Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",SF YIMBY,https://sfyimby.com/2026/05/demolition-permits-filed-for-772-pacific-avenue-in-chinatown-san-francisco.html,55,DFP-9F410DFCA7,55,"Entitlement / Permitting - Entitlement / Permitting - California - Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",Entitlement / Permitting - Unknown - California,DCL-20260520-051,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0119,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",80,2026-05-20 04:06:06,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",Entitlement / Permitting,Affordable Housing,Affordable Housing,California,San Francisco,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,California,,,,,,,,,,,permits,47,Monitor,Entitlement / zoning watch,"Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",SF YIMBY,https://sfyimby.com/2026/05/formal-application-filed-for-outer-richmond-safeway-redevelopment-san-francisco.html,55,DFP-7A232CDB3F,55,"Entitlement / Permitting - Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",Entitlement / Permitting - Unknown - California,DCL-20260520-052,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0072,Construction Financing - Los Angeles - Seachange Partners Receives $15.6M in Construction Financing for Two Affordable Housing Pr...,80,2026-05-20 04:06:06,General Project Signal - Los Angeles - Soaring above the 17-acre One Beverly Hills site,General Project Signal,Unknown Residential,General Residential,Los Angeles,Los Angeles,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,,$10; $10,,,,,,,,,,46,Monitor,Entitlement / zoning watch,Soaring above the 17-acre One Beverly Hills site,Urbanize LA,https://la.urbanize.city/post/soaring-above-17-acre-one-beverly-hills-site,50,DFP-F1AB7E0BEA,65,General Project Signal - General Project Signal - Los Angeles - Soaring above the 17-acre One Beverly Hills site,General Project Signal - Unknown - Los Angeles,DCL-20260520-053,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0050,Disposition / Exit - Sun Belt - Institutional Property Advisors Brokers Luxury Apartment Sale in Dallas,80,2026-05-20 04:06:06,Disposition / Exit - Sun Belt - Marcus & Millichap Brokers North Dallas Multifamily Asset Sale,Disposition / Exit,Multifamily,Multifamily,Sun Belt,Dallas,Sun Belt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,,,,,,,,,,approved,45,Monitor,Monitor only,Marcus & Millichap Brokers North Dallas Multifamily Asset Sale,Yield PRO,https://yieldpro.com/2026/05/infinity-on-the-point/,83,DFP-46D668BFE6,55,Disposition / Exit - Disposition / Exit - Sun Belt - Marcus & Millichap Brokers North Dallas Multifamily Asset Sale,Disposition / Exit - Unknown - Sun Belt,DCL-20260520-054,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0116,JV / Partnership - Sun Belt - ZOM Ordered To Pay $323M For Circumventing Partner In Arizona Multifamily JV,80,2026-05-20 04:06:06,BTR / Build-to-Rent - Sun Belt - NexMetro Debuts 229-Unit San Tan Valley BTR Community,BTR / Build-to-Rent,BTR / Single-Family Rental,BTR / Single-Family Rental,Sun Belt,Phoenix,Sun Belt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,,,,,,,,,,,44,Monitor,Pipeline / supply signal,NexMetro Debuts 229-Unit San Tan Valley BTR Community,Connect CRE Phoenix,https://www.connectcre.com/stories/nexmetro-debuts-229-unit-san-tan-valley-btr-community/,80,DFP-8F6D9A043E,55,BTR / Build-to-Rent - BTR / Build-to-Rent - Sun Belt - NexMetro Debuts 229-Unit San Tan Valley BTR Community,BTR / Build-to-Rent - Unknown - Sun Belt,DCL-20260520-055,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0033,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,80,2026-05-20 04:06:06,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,Entitlement / Permitting,Apartment,Apartment,Sun Belt,Atlanta,Sun Belt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,,,,,,,,,,permit,44,Monitor,Entitlement / zoning watch,Cambridge Properties Bringing New Life to Aging Charlotte Center,Connect CRE Charlotte,https://www.connectcre.com/stories/cambridge-properties-bringing-new-life-to-aging-center/,70,DFP-F59A9F56DA,55,Entitlement / Permitting - Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,Entitlement / Permitting - Unknown - Sun Belt,DCL-20260520-056,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0033,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,80,2026-05-20 04:06:06,Refinancing - Sun Belt - Georgia Tech Student Housing Investors Ink Refi,Refinancing,Student Housing,Student Housing,Sun Belt,Atlanta,Sun Belt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,,,,,,,,,,,44,Monitor,Capital market signal,Georgia Tech Student Housing Investors Ink Refi,Connect CRE Atlanta,https://www.connectcre.com/stories/georgia-tech-student-housing-investors-ink-refi/,68,DFP-8A2A84B303,55,Refinancing - Refinancing - Sun Belt - Georgia Tech Student Housing Investors Ink Refi,Refinancing - Unknown - Sun Belt,DCL-20260520-057,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0085,Construction Financing - National - North American Development Group Lands $106M to Build Boca Raton Rental,80,2026-05-20 04:06:06,"Development Start - National - Construction Starts For 2700 International Boulevard, Oakland",Development Start,Apartment,Apartment,National,National,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,National,,,,,,,,,,,,43,Monitor,Pipeline / supply signal,"Construction Starts For 2700 International Boulevard, Oakland",SF YIMBY,https://sfyimby.com/2026/05/construction-starts-for-2700-international-boulevard-oakland.html,94,DFP-53058FC4B2,55,"Development Start - Development Start - National - Construction Starts For 2700 International Boulevard, Oakland",Development Start - Unknown - National,DCL-20260520-058,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0113,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",80,2026-05-20 04:06:06,General Project Signal - Other / Unknown - The Community Builders Completes 64-Unit Affordable Housing Development in Cleveland,General Project Signal,Affordable Housing,Affordable Housing,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,$35 million,,,,,,,,completed,,43,Monitor,Underwriting benchmark,The Community Builders Completes 64-Unit Affordable Housing Development in Cleveland,REBusiness Online,https://rebusinessonline.com/the-community-builders-completes-64-unit-affordable-housing-development-in-cleveland/,94,DFP-B1B7222612,55,General Project Signal - General Project Signal - Other / Unknown - The Community Builders Completes 64-Unit Affordable Housing Development in Cleveland,General Project Signal - Unknown - Other / Unknown,DCL-20260520-059,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0113,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",80,2026-05-20 04:06:06,General Project Signal - Other / Unknown - Construction to Begin on Apartments in Evanston,General Project Signal,BTR / Single-Family Rental,Affordable Housing,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,33 homes,,,,,,,,,,,42,Monitor,Underwriting benchmark,Construction to Begin on Apartments in Evanston,Connect CRE Apartments,https://www.connectcre.com/stories/construction-to-begin-on-apartments-in-evanston/,92,DFP-A318D94534,55,General Project Signal - General Project Signal - Other / Unknown - Construction to Begin on Apartments in Evanston,General Project Signal - Unknown - Other / Unknown,DCL-20260520-060,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0113,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",80,2026-05-20 04:06:06,Development Start - Other / Unknown - Missing Middle Weakness,Development Start,Apartment,Apartment,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,,,,,,,,,,,41,Monitor,Pipeline / supply signal,Missing Middle Weakness,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/missing-middle-weakness/,88,DFP-2F6D8F65F6,45,Development Start - Development Start - Other / Unknown - Missing Middle Weakness,Development Start - Unknown - Other / Unknown,DCL-20260520-061,1
