run_date,run_id,run_timestamp,entity_type,entity_name,signal_type,market_or_region,residential_sector,first_seen_date,last_seen_date,observation_count,current_run_signal_count,persistence_score,momentum_direction,signal_acceleration,recurring_signal_label,historical_importance_score,longitudinal_conviction_score,institutional_persistence_score,capital_flow_strength_score
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,JLL -> JLL,Financing Relationship,Seattle,,2026-05-20,2026-05-20,1,1,54,Stable,1,Emerging,53,54,70,71
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,BGO -> JLL,Financing Relationship,Sun Belt,,2026-05-20,2026-05-20,1,1,53,Stable,1,Emerging,53,53,69,70
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Sun Belt -> Houston,Financing Relationship,Sun Belt,,2026-05-20,2026-05-20,1,1,53,Stable,1,Emerging,53,53,69,70
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Sun Belt -> Sun Belt,Development Activity,Sun Belt,,2026-05-19,2026-05-20,6,4,71,Accelerating,2,Accelerating,52,63,78,57
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,Hines,refinancing; JV / partnership; operational technology / AI adoption,New York,Apartment,2026-05-20,2026-05-20,1,1,57,Stable,1,Emerging,52,55,51,64
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Construction Financing - Sun Belt - Hudson Bay Capital Provides $129M to Develop Luxury Apartments in Houston,Construction Financing,Sun Belt,Apartment,2026-05-20,2026-05-20,1,1,56,Stable,1,Emerging,52,54,50,63
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Refinancing - New York - JLL Arranges $142M for Luxury River North MF Property,Refinancing,New York,Apartment,2026-05-20,2026-05-20,1,1,56,Stable,1,Emerging,52,54,50,63
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Refinancing - Sun Belt - Dwight Capital Closes $130M HUD Refi on N. Miami Apartments,Refinancing,Sun Belt,Apartment,2026-05-19,2026-05-20,2,1,56,Stable,0,Emerging,52,54,50,63
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Institutional Capital Partner,udr,Acquisition,New York,Multifamily,2026-05-20,2026-05-20,1,1,56,Stable,1,Emerging,52,54,70,51
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Lender / Debt Provider,walker & dunlop,Acquisition,Sun Belt,Apartment,2026-05-20,2026-05-20,1,1,54,Stable,1,Emerging,52,53,70,51
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,General Project Signal - Los Angeles - Soaring above the 17-acre One Beverly Hills site,General Project Signal,Los Angeles,General Residential,2026-05-19,2026-05-20,2,1,53,Stable,0,Emerging,52,53,49,42
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,JLL -> Seattle,Financing Relationship,Seattle,,2026-05-20,2026-05-20,1,1,52,Stable,1,Emerging,52,52,68,70
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Los Angeles -> New York,Financing Relationship,New York,,2026-05-20,2026-05-20,1,1,52,Stable,1,Emerging,52,52,68,70
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Refinancing - Other / Unknown - KKR Provides $80M Refi on Pittsburgh Apartments -> kkr,Financing Relationship,Other / Unknown,,2026-05-20,2026-05-20,1,1,52,Stable,1,Emerging,52,52,68,70
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Refinancing - Other / Unknown - KKR Provides $80M Refi on Pittsburgh Apartments -> walker & dunlop,Financing Relationship,Other / Unknown,,2026-05-20,2026-05-20,1,1,52,Stable,1,Emerging,52,52,68,70
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,... -> cushman",Financing Relationship,Other / Unknown,,2026-05-20,2026-05-20,1,1,51,Stable,1,Emerging,52,51,68,69
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Los Angeles -> CBRE,Financing Relationship,Sun Belt,,2026-05-20,2026-05-20,1,1,51,Stable,1,Emerging,52,51,68,69
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Blackstone -> Blackstone,JV / Partnership,New York,,2026-05-19,2026-05-20,4,2,70,Stable,0,Persistent,51,62,78,57
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Construction Financing - Seattle - JLL Arranges $75M Construction Financing for Vancouver Housing Development,Construction Financing,Seattle,Apartment,2026-05-20,2026-05-20,1,1,54,Stable,1,Emerging,51,53,50,63
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Refinancing - New York - The Dermot Company Secures $355M Refinancing Loan for Class A Multifamily Rental Tower on...,Refinancing,New York,Mixed-Use Residential,2026-05-20,2026-05-20,1,1,54,Stable,1,Emerging,51,53,50,63
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Los Angeles -> U.S.,Financing Relationship,National,,2026-05-20,2026-05-20,1,1,49,Stable,1,Emerging,51,50,67,69
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,"BTR / Build-to-Rent - Other / Unknown - Cushman & Wakefield Brokers $26.4M Sale of Build-to-Rent Community in Matteson, Illinois -> cushman",Financing Relationship,Other / Unknown,,2026-05-19,2026-05-19,1,0,47,Weakening,-1,Fading,51,49,66,68
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Lender / Debt Provider,JLL,Acquisition,Sun Belt,General Residential,2026-05-19,2026-05-20,4,2,65,Stable,0,Persistent,50,59,75,55
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Refinancing - Other / Unknown - KKR Provides $80M Refi on Pittsburgh Apartments,Refinancing,Other / Unknown,Apartment,2026-05-20,2026-05-20,1,1,52,Stable,1,Emerging,50,51,48,62
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Construction Financing - National - North American Development Group Lands $106M to Build Boca Raton Rental,Construction Financing,National,Multifamily,2026-05-20,2026-05-20,1,1,50,Stable,1,Emerging,50,50,48,61
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",Construction Financing,Other / Unknown,Affordable Housing,2026-05-20,2026-05-20,1,1,50,Stable,1,Emerging,50,50,48,61
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market / Region,California,Developer Strategy,California,,2026-05-19,2026-05-19,1,0,47,Weakening,-1,Fading,50,48,46,40
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Construction Financing - Other / Unknown - Cypress Equity Investments gets $170M loan for two Santa Monica projects -> Construction Financing - Other / Unknown - Cypress Equity Investments gets $170M loan for two Santa Monica projects,Financing Relationship,Other / Unknown,,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,50,48,66,67
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Development Start - Los Angeles - The Broad's $100M expansion tops out in DTLA,Development Start,Los Angeles,General Residential,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,50,48,46,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Disposition / Exit - California - Southern Land Company Launches Mortgage Division,Disposition / Exit,California,General Residential,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,50,48,46,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,General Project Signal - Other / Unknown - Walker & Dunlop Arranges Equity Syndication for Colorado Affordable Multifamily Community... -> walker & dunlop,Financing Relationship,Other / Unknown,,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,50,48,66,67
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,JLL -> JLL,Financing Relationship,Sun Belt,,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,50,48,66,67
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,UDR -> New York,Acquisition / Buyer,New York,,2026-05-20,2026-05-20,3,3,64,Accelerating,3,Accelerating,49,58,74,55
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Refinancing - Sun Belt - Georgia Tech Student Housing Investors Ink Refi,Refinancing,Sun Belt,Student Housing,2026-05-20,2026-05-20,1,1,48,Stable,1,Emerging,49,48,46,60
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Institutional Capital Partner,Camden Property Trust,Development Capital Deployment,Other / Unknown,Apartment,2026-05-19,2026-05-19,1,0,47,Weakening,-1,Fading,49,48,66,48
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Lender / Debt Provider,CBRE,Acquisition,Sun Belt,Multifamily,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,49,47,66,47
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Institutional Capital Partner,High Street Residential,Development Capital Deployment,Other / Unknown,Apartment,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,49,47,66,47
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Lender / Debt Provider,JLL,Office-to-Residential Conversion,Sun Belt,Office-to-Residential Conversion,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,49,47,66,47
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Institutional Capital Partner,camden,Entitlement / Permitting,Other / Unknown,Apartment,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,49,47,66,47
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Lender / Debt Provider,cushman,BTR / Build-to-Rent,Other / Unknown,BTR / Single-Family Rental,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,49,47,66,47
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Lender / Debt Provider,walker & dunlop,General Project Signal,Other / Unknown,Affordable Housing,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,49,47,66,47
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,Blackstone,acquisition; refinancing; JV / partnership; capital raise,New York,General Residential,2026-05-19,2026-05-20,2,1,63,Stable,0,Emerging,48,57,54,66
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market / Region,Arizona,Financing Risk,Arizona,,2026-05-19,2026-05-20,2,1,62,Stable,0,Emerging,48,56,54,66
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Institutional Capital Partner,Blackstone,Capital Inflow,New York,General Residential,2026-05-19,2026-05-20,2,1,62,Stable,0,Emerging,48,56,74,54
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Sun Belt -> Sun Belt,Entitlement / Permitting,Sun Belt,,2026-05-19,2026-05-20,4,2,61,Stable,0,Persistent,48,56,73,53
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,BGO -> Sun Belt,Acquisition / Buyer,Sun Belt,,2026-05-20,2026-05-20,3,3,60,Accelerating,3,Accelerating,48,55,72,53
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Blackstone -> New York,JV / Partnership,New York,,2026-05-19,2026-05-20,2,1,60,Stable,0,Emerging,48,55,72,53
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Los Angeles -> Sun Belt,Disposition / Seller,Sun Belt,,2026-05-20,2026-05-20,4,4,60,Accelerating,4,Accelerating,48,55,72,53
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Construction Financing - New York - Haussmann Development Closes on Construction Loan for Manhattanville Mixed-Income,Construction Financing,New York,Affordable Housing,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,48,47,46,59
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,"Construction Financing - New York - Merchants Capital, New York City Provide $42M for Brooklyn Affordable Housing",Construction Financing,New York,Affordable Housing,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,48,47,46,59
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Construction Financing - Other / Unknown - Cypress Equity Investments gets $170M loan for two Santa Monica projects,Construction Financing,Other / Unknown,Affordable Housing,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,48,47,46,59
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,Hines,refinancing; JV / partnership,New York,Multifamily,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,48,47,46,59
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,Hines,Refinancing,New York,Multifamily,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,48,47,46,59
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Refinancing - New York - Barings Refis Williamsburg Wharf With $374M Loan,Refinancing,New York,Apartment,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,48,47,46,59
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Refinancing - New York - Dermot Co. Receives $355M Loan for Refinancing of Upper Manhattan Apartment Tower,Refinancing,New York,Affordable Housing,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,48,47,46,59
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Refinancing - New York - JLL Capital Markets Announced They Arranged a $141.8M Refinancing for Premier Luxury River...,Refinancing,New York,Multifamily,2026-05-19,2026-05-19,1,0,46,Weakening,-1,Fading,48,47,46,59
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market / Region,Austin,Financing Risk,Austin,,2026-05-19,2026-05-20,2,1,60,Stable,0,Emerging,47,55,52,65
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Institutional Capital Partner,Blackstone,JV / Partnership,New York,General Residential,2026-05-19,2026-05-20,2,1,58,Stable,0,Emerging,47,54,72,52
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Blackstone -> Blackstone,Capital Flow,New York,,2026-05-19,2026-05-20,2,1,58,Stable,0,Emerging,47,54,72,52
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Los Angeles -> Sun Belt,Market Expansion,Sun Belt,,2026-05-19,2026-05-20,3,2,58,Stable,1,Persistent,47,54,72,52
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,UDR -> udr,Acquisition / Buyer,New York,,2026-05-20,2026-05-20,1,1,57,Stable,1,Emerging,47,53,71,52
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Residential Sector,Apartment,Core rental housing underwriting and pipeline signal,Sun Belt,Apartment,2026-05-19,2026-05-20,2,1,62,Stable,0,Emerging,46,56,54,46
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Disposition / Exit,Sun Belt,Apartment,2026-05-19,2026-05-20,2,1,60,Stable,0,Emerging,46,54,52,45
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,Wood Partners,Disposition / Exit,Sun Belt,Apartment,2026-05-19,2026-05-20,2,1,60,Stable,0,Emerging,46,54,52,45
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Blackstone -> Blackstone,Pricing / Valuation Signal,New York,,2026-05-19,2026-05-20,2,1,56,Stable,0,Emerging,46,52,70,51
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Blackstone -> New York,Market Expansion,New York,,2026-05-19,2026-05-20,2,1,56,Stable,0,Emerging,46,52,70,51
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Sun Belt -> Houston,Acquisition / Buyer,Sun Belt,,2026-05-20,2026-05-20,2,2,56,Accelerating,2,Accelerating,46,52,70,51
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Sun Belt -> Sun Belt,JV / Partnership,Sun Belt,,2026-05-20,2026-05-20,2,2,55,Accelerating,2,Accelerating,46,51,70,51
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Institutional Capital Partner,Blackstone,General Project Signal,New York,General Residential,2026-05-19,2026-05-20,2,1,54,Stable,0,Emerging,46,51,70,51
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan -> Florida,Market Expansion,Florida,,2026-05-19,2026-05-20,2,1,54,Stable,0,Emerging,46,51,70,51
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,"Quarterra -> Development Start - Seattle - Quarterra, MacNaughton Advance Construction on 796-Unit Seattle MF Project",Development Activity,Seattle,,2026-05-20,2026-05-20,1,1,54,Stable,1,Emerging,46,51,70,51
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Quarterra -> Seattle,Development Activity,Seattle,,2026-05-20,2026-05-20,1,1,54,Stable,1,Emerging,46,51,70,51
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition,Sun Belt,Apartment,2026-05-19,2026-05-20,2,1,59,Stable,0,Emerging,45,53,52,45
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,Wood Partners,disposition / exit; JV / partnership; operational technology / AI adoption,Sun Belt,Apartment,2026-05-19,2026-05-20,2,1,59,Stable,0,Emerging,45,53,52,45
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Residential Sector,Workforce Housing,Affordability and subsidy program monitoring signal,Sun Belt,Workforce Housing,2026-05-20,2026-05-20,1,1,59,Stable,1,Emerging,45,53,52,45
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,BTR / Build-to-Rent - Sun Belt - Keystone Snags Refi on 166-Unit Apache Junction BTR Community,BTR / Build-to-Rent,Sun Belt,BTR / Single-Family Rental,2026-05-19,2026-05-20,2,1,58,Stable,0,Emerging,45,53,52,44
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Disposition / Exit - Sun Belt - Eaton Vance Picks Charlotte Rental Community for $65.8M,Disposition / Exit,Sun Belt,Apartment,2026-05-19,2026-05-20,2,1,58,Stable,0,Emerging,45,53,52,44
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Residential Sector,Multifamily,Core rental housing underwriting and pipeline signal,National,Multifamily,2026-05-19,2026-05-20,2,1,58,Stable,0,Emerging,45,53,52,44
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Acquisition - Sun Belt - Milburn & Company Acquires 339-Unit Mesa Rental Community,Acquisition,Sun Belt,Apartment,2026-05-19,2026-05-20,2,1,57,Stable,0,Emerging,45,52,51,44
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,General Project Signal,Florida,Apartment,2026-05-19,2026-05-20,2,1,57,Stable,0,Emerging,45,52,51,44
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Development Start - Other / Unknown - Missing Middle Weakness -> Development Start - Other / Unknown - Missing Middle Weakness,Development Activity,Other / Unknown,,2026-05-19,2026-05-20,2,1,52,Stable,0,Emerging,45,49,68,50
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Entitlement / Permitting - Other / Unknown - Shorter Apartment Construction Time in 2024 -> Entitlement / Permitting - Other / Unknown - Shorter Apartment Construction Time in 2024,Entitlement / Permitting,Other / Unknown,,2026-05-19,2026-05-20,2,1,52,Stable,0,Emerging,45,49,68,50
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Los Angeles -> New York,Disposition / Seller,New York,,2026-05-20,2026-05-20,2,2,52,Accelerating,2,Accelerating,45,49,68,50
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Sun Belt -> Houston,Market Expansion,Sun Belt,,2026-05-19,2026-05-20,2,1,52,Stable,0,Emerging,45,49,68,50
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Institutional Capital Partner,BGO,Capital Inflow,Sun Belt,General Residential,2026-05-20,2026-05-20,1,1,51,Stable,1,Emerging,45,49,68,49
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Lender / Debt Provider,CBRE,Acquisition,Sun Belt,General Residential,2026-05-20,2026-05-20,1,1,51,Stable,1,Emerging,45,49,68,49
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data -> Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,Development Activity,Other / Unknown,,2026-05-19,2026-05-20,2,1,51,Stable,0,Emerging,45,49,68,49
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025 -> Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,Development Activity,Other / Unknown,,2026-05-19,2026-05-20,2,1,51,Stable,0,Emerging,45,49,68,49
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data -> Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,Development Activity,Other / Unknown,,2026-05-19,2026-05-20,2,1,51,Stable,0,Emerging,45,49,68,49
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Entitlement / Permitting - Other / Unknown - Builders Stay Cautious as Single-Family Permits Weaken -> Entitlement / Permitting - Other / Unknown - Builders Stay Cautious as Single-Family Permits Weaken,Entitlement / Permitting,Other / Unknown,,2026-05-19,2026-05-20,2,1,51,Stable,0,Emerging,45,49,68,49
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Los Angeles -> Los Angeles,Development Activity,Other / Unknown,,2026-05-19,2026-05-20,2,1,51,Stable,0,Emerging,45,49,68,49
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Lender / Debt Provider,walker & dunlop,Acquisition,Sun Belt,General Residential,2026-05-20,2026-05-20,1,1,51,Stable,1,Emerging,45,49,68,49
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Acquisition - New York - Carmel Partners Seals Acquisition of UWS Multifamily Portfolio Minority Stake,Acquisition,New York,Multifamily,2026-05-20,2026-05-20,1,1,56,Stable,1,Emerging,44,51,50,43
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,PMG,operational technology / AI adoption,Sun Belt,Apartment,2026-05-19,2026-05-20,2,1,56,Stable,0,Emerging,44,51,50,43
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,UDR,Acquisition,New York,Multifamily,2026-05-20,2026-05-20,1,1,56,Stable,1,Emerging,44,51,50,43
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Residential Sector,BTR / Single-Family Rental,Potential expansion or product diversification signal,Sun Belt,BTR / Single-Family Rental,2026-05-20,2026-05-20,1,1,55,Stable,1,Emerging,44,51,50,43
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Disposition / Exit - Sun Belt - Grand Peaks Sells Miami-Area Apartments for $65.5M,Disposition / Exit,Sun Belt,Apartment,2026-05-19,2026-05-20,2,1,55,Stable,0,Emerging,44,51,50,43
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Acquisition - Sun Belt - Walker & Dunlop Arranges $128.5 Financing for Houston Apartment Developer,Acquisition,Sun Belt,Apartment,2026-05-20,2026-05-20,1,1,54,Stable,1,Emerging,44,50,50,43
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,"Development Start - Sun Belt - Struggling To Find Equity, Developers Pull Back On New Builds",Development Start,Sun Belt,Multifamily,2026-05-19,2026-05-20,2,1,54,Stable,0,Emerging,44,50,50,43
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,General Project Signal - Sun Belt - Sueba USA’s 353-Unit Katy Apartment Project Nears Completion,General Project Signal,Sun Belt,Apartment,2026-05-19,2026-05-20,2,1,54,Stable,0,Emerging,44,50,50,43
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,Quarterra,development start; JV / partnership; operational technology / AI adoption,Seattle,Apartment,2026-05-20,2026-05-20,1,1,54,Stable,1,Emerging,44,50,50,43
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,General Project Signal - Other / Unknown - Multifamily Absorption Rate Remains Below 50% -> General Project Signal - Other / Unknown - Multifamily Absorption Rate Remains Below 50%,Pricing / Valuation Signal,Other / Unknown,,2026-05-19,2026-05-20,2,1,50,Stable,0,Emerging,44,48,68,49
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,JLL -> Sun Belt,Market Expansion,Sun Belt,,2026-05-19,2026-05-19,2,0,50,Weakening,-2,Fading,44,48,68,49
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,New York -> New York,Acquisition / Buyer,New York,,2026-05-20,2026-05-20,1,1,50,Stable,1,Emerging,44,48,68,49
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,BTR / Build-to-Rent - Other / Unknown - Build-to-rent sale mandate cut from House’s ROAD to Housing bill -> BTR / Build-to-Rent - Other / Unknown - Build-to-rent sale mandate cut from House’s ROAD to Housing bill,Innovation / Construction Strategy,Other / Unknown,,2026-05-19,2026-05-20,2,1,49,Stable,0,Emerging,44,47,67,49
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter -> Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,Disposition / Seller,Other / Unknown,,2026-05-19,2026-05-20,2,1,49,Stable,0,Emerging,44,47,67,49
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,New York -> New York,Market Expansion,New York,,2026-05-20,2026-05-20,1,1,49,Stable,1,Emerging,44,47,67,49
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Development Start - Other / Unknown - Insight Property Group Begins Construction on $175M Multifamily Development -> Development Start - Other / Unknown - Insight Property Group Begins Construction on $175M Multifamily Development,Development Activity,Other / Unknown,,2026-05-20,2026-05-20,1,1,48,Stable,1,Emerging,44,46,66,48
