run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,asset_signal_id,canonical_asset_or_project_name,raw_project_or_property_name,address_or_location_clue,intersection_or_corridor,neighborhood_or_submarket,city,state_or_region,residential_sector,asset_type,gp_or_developer,owner_or_sponsor,lender_or_capital_partner,entitlement_status,permit_status,construction_status,delivery_or_timing_reference,unit_count,dollar_amount,site_size_or_area,deal_or_project_type,asset_strategy_signal,site_control_signal,execution_stage,primary_development_category,primary_category_reason,asset_opportunity_score,asset_risk_score,woomi_asset_relevance,recommended_asset_follow_up,evidence_article_title,source,url,confidence_level
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0010,"General Project Signal - Other / Unknown - Formal Application For 19300 Stevens Creek Boulevard, Cupertino",100,AST-20260523-069,"General Project Signal - Other / Unknown - Formal Application For 19300 Stevens Creek Boulevard, Cupertino","General Project Signal - Other / Unknown - Formal Application For 19300 Stevens Creek Boulevard, Cupertino",19300 Stevens Creek Boulevard,General submarket monitoring,Unknown,Other / Unknown,Unknown,Apartment,Apartment,Hanover Company,Hanover Company,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,360 apartments,,,General Project Signal,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,75,19,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"Formal Application For 19300 Stevens Creek Boulevard, Cupertino",SF YIMBY,https://sfyimby.com/2026/05/formal-application-for-19300-stevens-creek-boulevard-cupertino.html,High
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0113,Modular / Construction Innovation - California - Modular Apartment Construction Gains Momentum In Bay Area,80,AST-20260523-053,"Entitlement / Permitting - California - Preliminary Permits For 1037 14th Street, San Francisco","Entitlement / Permitting - California - Preliminary Permits For 1037 14th Street, San Francisco",San Francisco,General submarket monitoring,San Francisco,Los Angeles,California,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Entitlement / Permitting,Entitlement Play,Project under entitlement,Unknown,approval_watch,matched permit,74,39,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent","Preliminary Permits For 1037 14th Street, San Francisco",SF YIMBY,https://sfyimby.com/2026/05/preliminary-permits-for-1037-14th-street-san-francisco.html,Low
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0072,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,80,AST-20260523-049,"Disposition / Exit - Los Angeles - L.A.'s poor ParkScore, Oceanwide sale delayed, and more","Disposition / Exit - Los Angeles - L.A.'s poor ParkScore, Oceanwide sale delayed, and more",Los Angeles,General submarket monitoring,Los Angeles,Los Angeles,California,General Residential,Unknown Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Delayed / paused,No explicit timing reference,,$470m; $400m,,Disposition / Exit,General Asset Signal,Existing asset sale,Distressed / Stalled,approval_watch,matched permit,72,71,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent","L.A.'s poor ParkScore, Oceanwide sale delayed, and more",Urbanize LA,https://la.urbanize.city/post/las-poor-parkscore-oceanwide-sale-delayed-and-more,Low
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0079,Construction Financing - Sun Belt - Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in Sout...,80,AST-20260523-043,Construction Financing - Sun Belt - Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in Sout...,Construction Financing - Sun Belt - Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in Sout...,Miami,General submarket monitoring,Miami,Sun Belt,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$91.8M; $91.8M; $91.8 million,,Construction Financing,Refinancing / Recapitalization,Unknown site control,Unknown,excluded,excluded financing-only article: construction loan,72,55,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in South Miami,REBusiness Online,https://rebusinessonline.com/madison-realty-capital-originates-91-8m-construction-loan-for-multifamily-project-in-south-miami/,Low
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0055,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,80,AST-20260523-047,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Florida,General submarket monitoring,Florida,Florida,Florida,Apartment,Apartment,Unknown,Unknown,Berkadia,Unknown,Unknown,Unknown,No explicit timing reference,,$401M; $401M; $401 million,,General Project Signal,Refinancing / Recapitalization,Unknown site control,Unknown,excluded,excluded financing-only article: bridge loan,72,55,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Connect CRE South Florida,https://www.connectcre.com/stories/s-florida-ritz-carlton-developer-inks-401m-bridge-loan/,Low
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0094,Refinancing - New York - Dwight Capital Provides $54M HUD-Insured Loan for Refinancing of Queens Apartment Building,80,AST-20260523-045,Refinancing - New York - Dwight Capital Provides $54M HUD-Insured Loan for Refinancing of Queens Apartment Building,Refinancing - New York - Dwight Capital Provides $54M HUD-Insured Loan for Refinancing of Queens Apartment Building,New York,General submarket monitoring,New York,New York,New York,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$54M; $54M; $54 million,,Refinancing,Refinancing / Recapitalization,Existing asset refinance,Unknown,excluded,excluded financing-only article: refinancing,72,55,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",Dwight Capital Provides $54M HUD-Insured Loan for Refinancing of Queens Apartment Building,REBusiness Online,https://rebusinessonline.com/dwight-capital-provides-54m-hud-insured-loan-for-refinancing-of-queens-apartment-building/,Low
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0079,Construction Financing - Sun Belt - Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in Sout...,80,AST-20260523-032,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Miami,General submarket monitoring,Miami,Sun Belt,Sun Belt,Apartment,Apartment,Unknown,Unknown,Berkadia,Unknown,Unknown,Unknown,No explicit timing reference,,$45.5M; $45.5M; $45.5 million,,Acquisition,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,72,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,Low
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0014,Entitlement / Permitting - Los Angeles - Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,80,AST-20260523-013,Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,2645 S. Western Ave,General submarket monitoring,Los Angeles,Los Angeles,California,Multifamily,Multifamily,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Entitlement Play,Entitlement Play,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,72,30,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,Urbanize LA,https://la.urbanize.city/post/developer-revives-plan-best-western-hotel-2645-s-western-ave-jefferson-park,Medium
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0094,Refinancing - New York - Dwight Capital Provides $54M HUD-Insured Loan for Refinancing of Queens Apartment Building,80,AST-20260523-034,Acquisition - New York - Investment Firm Acquires SoHo Mixed-Use for $43M,Acquisition - New York - Investment Firm Acquires SoHo Mixed-Use for $43M,New York,Mixed-use corridor,New York,New York,New York,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,cushman,Unknown,Unknown,Completed / opened,completed,,$43M; $43M; $43,,Acquisition,Lease-Up / Delivery,Existing asset sale,Delivered / Lease-Up,construction_delivery_watch,matched completed,72,26,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Investment Firm Acquires SoHo Mixed-Use for $43M,Connect CRE,https://www.connectcre.com/stories/investment-firm-acquires-soho-mixed-use-for-43m/,Low
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0136,Office-to-Residential Conversion - National - Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,80,AST-20260523-061,Office-to-Residential Conversion - National - Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,Office-to-Residential Conversion - National - Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,U.S.,Office conversion corridor,U.S.,National,Unknown,Apartment,Office-to-Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$114M; $114M; $114 million,,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown site control,Unknown,excluded,no clear development milestone,71,44,Relevant to underwriting benchmark,Monitor office conversion feasibility and policy support,Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,Commercial Observer,https://commercialobserver.com/2026/05/dwight-capital-hud-loan-milwaukee-office-to-resi-conversion/,Low
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0017,Fresh renderings for mixed-use project at 3205 Ocean Park Blvd. in Santa Monica,80,AST-20260523-016,Fresh renderings for mixed-use project at 3205 Ocean Park Blvd. in Santa Monica,Fresh renderings for mixed-use project at 3205 Ocean Park Blvd. in Santa Monica,3205 Ocean Park Blvd,Mixed-use corridor,Los Angeles,Los Angeles,Southeast,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,General Asset Signal,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,71,24,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Fresh renderings for mixed-use project at 3205 Ocean Park Blvd. in Santa Monica,Urbanize LA,https://la.urbanize.city/post/fresh-renderings-mixed-use-project-3205-ocean-park-blvd-santa-monica,Medium
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0079,Construction Financing - Sun Belt - Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in Sout...,80,AST-20260523-048,Refinancing - Sun Belt - Dwight Capital Closes $130M HUD Refi on N. Miami Apartments,Refinancing - Sun Belt - Dwight Capital Closes $130M HUD Refi on N. Miami Apartments,Miami,General submarket monitoring,Miami,Sun Belt,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$130M; $130M; $130 million,,Refinancing,Refinancing / Recapitalization,Existing asset refinance,Unknown,excluded,excluded financing-only article: refinancing,70,53,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",Dwight Capital Closes $130M HUD Refi on N. Miami Apartments,Connect CRE South Florida,https://www.connectcre.com/stories/dwight-capital-closes-130m-hud-refi-on-n-miami-apartments/,Low
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0021,Habitat development opens for residents next to La Cienega/Jefferson Station,80,AST-20260523-003,Habitat development opens for residents next to La Cienega/Jefferson Station,Habitat development opens for residents next to La Cienega/Jefferson Station,3411 S. La Cienega Boulevard,General submarket monitoring,Los Angeles,Los Angeles,California,Workforce Housing,Workforce Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,400 square feet,General Asset Signal,General Asset Signal,Unknown site control,Unknown,construction_delivery_watch,matched opening,70,40,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Habitat development opens for residents next to La Cienega/Jefferson Station,Urbanize LA,https://la.urbanize.city/post/habitat-development-opens-residents-next-la-cienegajefferson-station,Medium
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0109,"General Project Signal - Other / Unknown - Construction Begins on Second Phase of Luxury Apartment Project in Blue Springs, Missouri",80,AST-20260523-068,"General Project Signal - Other / Unknown - Construction Begins on Second Phase of Luxury Apartment Project in Blue Springs, Missouri","General Project Signal - Other / Unknown - Construction Begins on Second Phase of Luxury Apartment Project in Blue Springs, Missouri",Unknown,General submarket monitoring,Unknown,Other / Unknown,Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,123 units,,,General Project Signal,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,69,33,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"Construction Begins on Second Phase of Luxury Apartment Project in Blue Springs, Missouri",REBusiness Online,https://rebusinessonline.com/construction-begins-on-second-phase-of-luxury-apartment-project-in-blue-springs-missouri/,Medium
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0040,Construction Financing - Sun Belt - LV Collective and Kayne Anderson Real Estate Refinance Atlanta Student Housing Community R...,80,AST-20260523-060,General Project Signal - Sun Belt - Insignia Pursuing Embassy Row Redevelopment,General Project Signal - Sun Belt - Insignia Pursuing Embassy Row Redevelopment,Atlanta,General submarket monitoring,Atlanta,Sun Belt,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,"1,068 apartments",,,General Project Signal,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,68,32,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Insignia Pursuing Embassy Row Redevelopment,Connect CRE Atlanta,https://www.connectcre.com/stories/insignia-pursuing-embassy-row-redevelopment/,Medium
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0037,Acquisition - Arizona - Bascom Arizona Ventures Buys Multifamily Community in Tucson for $45.5M,80,AST-20260523-038,Acquisition - Arizona - Bascom Arizona Ventures Buys Multifamily Community in Tucson for $45.5M,Acquisition - Arizona - Bascom Arizona Ventures Buys Multifamily Community in Tucson for $45.5M,Arizona,General submarket monitoring,Arizona,Arizona,Arizona,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,289 apartments,$45.5M; $45.5M; $45.5m,,Acquisition,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,67,31,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Bascom Arizona Ventures Buys Multifamily Community in Tucson for $45.5M,REBusiness Online,https://rebusinessonline.com/bascom-arizona-ventures-buys-multifamily-community-in-tucson-for-45-5m/,Medium
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0009,Colliers Arranges Hollywood Class A Multifamily Sale and Achieves Highest Price Per Unit Milestone in the Area,80,AST-20260523-021,Colliers Arranges Hollywood Class A Multifamily Sale and Achieves Highest Price Per Unit Milestone in the Area,Colliers Arranges Hollywood Class A Multifamily Sale and Achieves Highest Price Per Unit Milestone in the Area,1759 N. Gower St,General submarket monitoring,Hollywood,Los Angeles,Other / Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,General Asset Signal,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,67,29,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Colliers Arranges Hollywood Class A Multifamily Sale and Achieves Highest Price Per Unit Milestone in the Area,Yield PRO,https://yieldpro.com/2026/05/1759-n-gower-st/,Medium
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0013,Southern Land Company Begins Pre-Leasing for Bria Symphony Park and Gemma in the Two New Downtown Las Vegas Luxury Apartment Communities,80,AST-20260523-020,Southern Land Company Begins Pre-Leasing for Bria Symphony Park and Gemma in the Two New Downtown Las Vegas Luxury Apartment Communities,Southern Land Company Begins Pre-Leasing for Bria Symphony Park and Gemma in the Two New Downtown Las Vegas Luxury Apartment Communities,255 Promenade Place,Downtown infill; Mixed-use corridor,Unknown,Los Angeles,Sun Belt,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,General Asset Signal,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,67,21,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Southern Land Company Begins Pre-Leasing for Bria Symphony Park and Gemma in the Two New Downtown Las Vegas Luxury Apartment Communities,Yield PRO,https://yieldpro.com/2026/05/bria-gemma/,Medium
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0052,Office-to-Residential Conversion - California - Historic Bank of Italy Building in San Jose to be Converted into Residential and Retail To...,80,AST-20260523-058,General Project Signal - California - Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,General Project Signal - California - Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,California,General submarket monitoring,California,Los Angeles,California,General Residential,Unknown Residential,Unknown,Unknown,JLL,Unknown,Unknown,Unknown,No explicit timing reference,,$26 million; $26 million,,General Project Signal,Refinancing / Recapitalization,Land / parcel referenced,Site Search / Early Signal,excluded,excluded financing-only article: bridge loan,66,47,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,Connect CRE Orange County,https://www.connectcre.com/stories/anaheim-industrial-outdoor-storage-site-secured-bridge-loan/,Low
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0077,Disposition / Exit - Other / Unknown - Colliers Arranges Hollywood Class A Multifamily Sale and Achieves Highest Price Per Unit M...,80,AST-20260523-070,Disposition / Exit - Other / Unknown - Colliers Arranges Hollywood Class A Multifamily Sale and Achieves Highest Price Per Unit M...,Disposition / Exit - Other / Unknown - Colliers Arranges Hollywood Class A Multifamily Sale and Achieves Highest Price Per Unit M...,Unknown,General submarket monitoring,Unknown,Los Angeles,Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$16 million; $16 million,,Disposition / Exit,General Asset Signal,Existing asset sale,Unknown,excluded,excluded operating-asset disposition,65,29,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Colliers Arranges Hollywood Class A Multifamily Sale and Achieves Highest Price Per Unit Milestone in the Area,Yield PRO,https://yieldpro.com/2026/05/1759-n-gower-st/,Low
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0089,"JV / Partnership - National - Ares, Scion Launch JV With $910M Deal For Student Housing Portfolio",80,AST-20260523-062,"JV / Partnership - National - Ares, Scion Launch JV With $910M Deal For Student Housing Portfolio","JV / Partnership - National - Ares, Scion Launch JV With $910M Deal For Student Housing Portfolio",National,University-adjacent,National,Los Angeles,Unknown,Student Housing,Student Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$910M; $910M; $910m,,JV / Partnership,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,65,26,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"Ares, Scion Launch JV With $910M Deal For Student Housing Portfolio",Bisnow,https://www.bisnow.com/national/news/student-housing/first-time-jv-partners-acquire-910m-student-housing-portfolio-134662,Low
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0001,Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,80,AST-20260523-001,Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,100 East Wisconsin Avenue,Downtown infill,Unknown,National,National,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,General Asset Signal,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,63,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,Commercial Observer,https://commercialobserver.com/2026/05/dwight-capital-hud-loan-milwaukee-office-to-resi-conversion/,Medium
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0011,"Formal Application For 19300 Stevens Creek Boulevard, Cupertino",80,AST-20260523-022,"Formal Application For 19300 Stevens Creek Boulevard, Cupertino","Formal Application For 19300 Stevens Creek Boulevard, Cupertino",19300 Stevens Creek Boulevard,General submarket monitoring,Unknown,Los Angeles,Other / Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,General Asset Signal,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,63,19,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"Formal Application For 19300 Stevens Creek Boulevard, Cupertino",SF YIMBY,https://sfyimby.com/2026/05/formal-application-for-19300-stevens-creek-boulevard-cupertino.html,Medium
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0040,Construction Financing - Sun Belt - LV Collective and Kayne Anderson Real Estate Refinance Atlanta Student Housing Community R...,80,AST-20260523-064,Construction Financing - Sun Belt - LV Collective and Kayne Anderson Real Estate Refinance Atlanta Student Housing Community R...,Construction Financing - Sun Belt - LV Collective and Kayne Anderson Real Estate Refinance Atlanta Student Housing Community R...,Atlanta,University-adjacent,Atlanta,Los Angeles,Sun Belt,Student Housing,Student Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Completed / opened,Completed,,,,Construction Financing,Lease-Up / Delivery,Existing asset refinance,Delivered / Lease-Up,construction_delivery_watch,matched completed,62,39,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,LV Collective and Kayne Anderson Real Estate Refinance Atlanta Student Housing Community Rambler Atlanta,Yield PRO,https://yieldpro.com/2026/05/rambler-atlanta/,Low
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0034,LV Collective and Kayne Anderson Real Estate Refinance Atlanta Student Housing Community Rambler Atlanta,80,AST-20260523-019,LV Collective and Kayne Anderson Real Estate Refinance Atlanta Student Housing Community Rambler Atlanta,LV Collective and Kayne Anderson Real Estate Refinance Atlanta Student Housing Community Rambler Atlanta,736 Peachtree St,University-adjacent,Atlanta,Los Angeles,Sun Belt,Student Housing,Student Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Completed / opened,in 2025,,,,Lease-Up / Delivery,Lease-Up / Delivery,Existing asset refinance,Delivered / Lease-Up,construction_delivery_watch,matched completed,62,22,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,LV Collective and Kayne Anderson Real Estate Refinance Atlanta Student Housing Community Rambler Atlanta,Yield PRO,https://yieldpro.com/2026/05/rambler-atlanta/,Medium
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0040,Construction Financing - Sun Belt - LV Collective and Kayne Anderson Real Estate Refinance Atlanta Student Housing Community R...,80,AST-20260523-039,Disposition / Exit - Sun Belt - Eaton Vance Picks Charlotte Rental Community for $65.8M,Disposition / Exit - Sun Belt - Eaton Vance Picks Charlotte Rental Community for $65.8M,Atlanta,General submarket monitoring,Atlanta,Sun Belt,Sun Belt,Apartment,Apartment,Unknown,Unknown,JLL,Unknown,Unknown,Unknown,No explicit timing reference,,$65.8M; $65.8M; $65.8 million,,Disposition / Exit,General Asset Signal,Existing asset sale,Unknown,excluded,excluded operating-asset disposition,61,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Eaton Vance Picks Charlotte Rental Community for $65.8M,Connect CRE Charlotte,https://www.connectcre.com/stories/eaton-vance-picks-charlotte-rental-community-for-65-8m/,Low
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0018,Marcus & Millichap Brokers Sale of Bergen County Apartment Building,80,AST-20260523-014,Marcus & Millichap Brokers Sale of Bergen County Apartment Building,Marcus & Millichap Brokers Sale of Bergen County Apartment Building,325 First St,General submarket monitoring,New York,New York,New York,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,General Asset Signal,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,60,32,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Marcus & Millichap Brokers Sale of Bergen County Apartment Building,Yield PRO,https://yieldpro.com/2026/05/325-first/,Medium
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0074,"AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History",80,AST-20260523-083,"AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History","AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History",Los Angeles,General submarket monitoring,Los Angeles,Los Angeles,National,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,General Asset Signal,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,60,22,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History",Bisnow,https://www.bisnow.com/national/news/capital-markets/avalonbay-equity-residential-all-stock-merger-creating-180000-apartment-giant-134679,Low
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0109,"General Project Signal - Other / Unknown - Construction Begins on Second Phase of Luxury Apartment Project in Blue Springs, Missouri",80,AST-20260523-071,Development Start - Other / Unknown - Missing Middle Weakness,Development Start - Other / Unknown - Missing Middle Weakness,Unknown,General submarket monitoring,Unknown,Other / Unknown,Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Development Start,Development Start,Unknown site control,Unknown,excluded,no clear development milestone,59,32,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Missing Middle Weakness,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/missing-middle-weakness/,Low
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0094,Refinancing - New York - Dwight Capital Provides $54M HUD-Insured Loan for Refinancing of Queens Apartment Building,80,AST-20260523-056,Disposition / Exit - New York - Marcus & Millichap Brokers Sale of Bergen County Apartment Building,Disposition / Exit - New York - Marcus & Millichap Brokers Sale of Bergen County Apartment Building,New York,General submarket monitoring,New York,New York,New York,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$1; $1,,Disposition / Exit,General Asset Signal,Existing asset sale,Unknown,excluded,excluded operating-asset disposition,58,32,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Marcus & Millichap Brokers Sale of Bergen County Apartment Building,Yield PRO,https://yieldpro.com/2026/05/325-first/,Low
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0111,BTR / Build-to-Rent - Sun Belt - Work Begins on 94-Unit Scottsdale Luxury BTR Community,80,AST-20260523-063,BTR / Build-to-Rent - Sun Belt - Work Begins on 94-Unit Scottsdale Luxury BTR Community,BTR / Build-to-Rent - Sun Belt - Work Begins on 94-Unit Scottsdale Luxury BTR Community,Phoenix,General submarket monitoring,Phoenix,Sun Belt,Sun Belt,BTR / Single-Family Rental,BTR / Single-Family Rental,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,BTR / Build-to-Rent,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,58,31,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Work Begins on 94-Unit Scottsdale Luxury BTR Community,Connect CRE Phoenix,https://www.connectcre.com/stories/work-begins-on-94-unit-luxury-btr-community/,Low
