run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,asset_signal_id,canonical_asset_or_project_name,raw_project_or_property_name,address_or_location_clue,intersection_or_corridor,neighborhood_or_submarket,city,state_or_region,residential_sector,asset_type,gp_or_developer,owner_or_sponsor,lender_or_capital_partner,entitlement_status,permit_status,construction_status,delivery_or_timing_reference,unit_count,dollar_amount,site_size_or_area,deal_or_project_type,asset_strategy_signal,site_control_signal,execution_stage,primary_development_category,primary_category_reason,asset_opportunity_score,asset_risk_score,woomi_asset_relevance,recommended_asset_follow_up,evidence_article_title,source,url,confidence_level
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0027,Entitlement / Permitting - California - Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,80,AST-20260521-003,Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,611 S. Hobart Blvd,General submarket monitoring,Koreatown,Los Angeles,California,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Affordable / Density Bonus Strategy,Affordable / Density Bonus Strategy,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,75,32,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Urbanize LA,https://la.urbanize.city/post/affordable-housing-unwrapped-611-s-hobart-blvd-koreatown,Medium
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0026,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,AST-20260521-009,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,6075 Sunset Drive,General submarket monitoring,Miami,Los Angeles,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,Refinancing / Recapitalization,Refinancing / Recapitalization,Land / parcel referenced,Site Search / Early Signal,excluded,excluded financing-only article: construction loan,75,26,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Connect CRE Apartments,https://www.connectcre.com/stories/alta-developers-lands-91-8m-construction-loan-for-miami-apartments/,Medium
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0023,Greystar Breaks Ground on Its First Modular Massachusetts Project,80,AST-20260521-008,Greystar Breaks Ground on Its First Modular Massachusetts Project,Greystar Breaks Ground on Its First Modular Massachusetts Project,437 Whittenton St,General submarket monitoring,Unknown,Los Angeles,Other / Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,General Asset Signal,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,construction_delivery_watch,matched breaks ground,75,26,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Greystar Breaks Ground on Its First Modular Massachusetts Project,Connect CRE Apartments,https://www.connectcre.com/stories/greystar-breaks-ground-on-its-first-modular-massachusetts-project/,Medium
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0038,Acquisition - Sun Belt - Dominium to Preserve the Affordability Status of Newly Acquired Sweetwater Terraces and Re...,80,AST-20260521-061,Acquisition - Sun Belt - American Landmark Apartments Acquires 400-Unit Multifamily Community in Metro Atlanta,Acquisition - Sun Belt - American Landmark Apartments Acquires 400-Unit Multifamily Community in Metro Atlanta,Atlanta,General submarket monitoring,Atlanta,Los Angeles,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Acquisition,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,74,25,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,American Landmark Apartments Acquires 400-Unit Multifamily Community in Metro Atlanta,Yield PRO,https://yieldpro.com/2026/05/preserve-at-mill-creek/,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0119,Construction Financing - Other / Unknown - Morrison Avenue Capital Partners Secures Construction Financing for University of Georgia...,80,AST-20260521-037,Refinancing - Other / Unknown - Northmarq Provides $13.5M Refinancing for Two Multifamily Properties in Metro Twin Cities,Refinancing - Other / Unknown - Northmarq Provides $13.5M Refinancing for Two Multifamily Properties in Metro Twin Cities,Unknown,General submarket monitoring,Unknown,Other / Unknown,Unknown,Affordable Housing,Affordable Housing,Unknown,Unknown,Fannie Mae,Unknown,Unknown,Unknown,No explicit timing reference,165 units,$13.5M; $13.5M; $13.5 million,,Refinancing,Refinancing / Recapitalization,Existing asset refinance,Unknown,excluded,excluded financing-only article: refinancing,73,55,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",Northmarq Provides $13.5M Refinancing for Two Multifamily Properties in Metro Twin Cities,REBusiness Online,https://rebusinessonline.com/northmarq-provides-13-5m-refinancing-for-two-multifamily-properties-in-metro-twin-cities/,Medium
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0052,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,80,AST-20260521-047,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Florida,General submarket monitoring,Florida,Florida,Florida,Apartment,Apartment,Unknown,Unknown,Berkadia,Unknown,Unknown,Unknown,No explicit timing reference,,$401M; $401M; $401 million,,General Project Signal,Refinancing / Recapitalization,Unknown site control,Unknown,excluded,excluded financing-only article: bridge loan,72,53,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Connect CRE South Florida,https://www.connectcre.com/stories/s-florida-ritz-carlton-developer-inks-401m-bridge-loan/,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0081,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,AST-20260521-034,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Miami,General submarket monitoring,Miami,Sun Belt,Sun Belt,Apartment,Apartment,Unknown,Unknown,Berkadia,Unknown,Unknown,Unknown,No explicit timing reference,,$45.5M; $45.5M; $45.5 million,,Acquisition,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,72,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0015,Entitlement / Permitting - Los Angeles - Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,80,AST-20260521-012,Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,2645 S. Western Ave,General submarket monitoring,Los Angeles,Los Angeles,California,Multifamily,Multifamily,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Entitlement Play,Entitlement Play,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,72,30,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,Urbanize LA,https://la.urbanize.city/post/developer-revives-plan-best-western-hotel-2645-s-western-ave-jefferson-park,Medium
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0151,Office-to-Residential Conversion - National - Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,80,AST-20260521-068,Office-to-Residential Conversion - National - Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,Office-to-Residential Conversion - National - Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,U.S.,Office conversion corridor,U.S.,National,Unknown,Apartment,Office-to-Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$114M; $114M; $114 million,,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown site control,Unknown,excluded,no clear development milestone,71,44,Relevant to underwriting benchmark,Monitor office conversion feasibility and policy support,Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,Commercial Observer,https://commercialobserver.com/2026/05/dwight-capital-hud-loan-milwaukee-office-to-resi-conversion/,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0100,Office-to-Residential Conversion - New York - Partnership Receives $97M in Financing for Multifamily Adaptive Reuse Project in Harlem,80,AST-20260521-053,Office-to-Residential Conversion - New York - Partnership Receives $97M in Financing for Multifamily Adaptive Reuse Project in Harlem,Office-to-Residential Conversion - New York - Partnership Receives $97M in Financing for Multifamily Adaptive Reuse Project in Harlem,New York,Adaptive reuse corridor; Office conversion corridor,New York,New York,New York,Affordable Housing,Office-to-Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$97M; $97M; $97m,,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown site control,Unknown,excluded,no clear development milestone,71,44,Relevant to underwriting benchmark,Monitor office conversion feasibility and policy support,Partnership Receives $97M in Financing for Multifamily Adaptive Reuse Project in Harlem,REBusiness Online,https://rebusinessonline.com/partnership-receives-97m-in-financing-for-multifamily-adaptive-reuse-project-in-harlem/,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0031,"Safehold Closes on Ground Leases for Affordable in Santa Clarita, Santa Cruz",80,AST-20260521-016,"Safehold Closes on Ground Leases for Affordable in Santa Clarita, Santa Cruz","Safehold Closes on Ground Leases for Affordable in Santa Clarita, Santa Cruz",917-923 Water St,General submarket monitoring,Unknown,Los Angeles,California,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,Affordable / Density Bonus Strategy,Affordable / Density Bonus Strategy,Unknown site control,Unknown,excluded,no clear development milestone,71,37,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent","Safehold Closes on Ground Leases for Affordable in Santa Clarita, Santa Cruz",Connect CRE Apartments,https://www.connectcre.com/stories/safehold-closes-on-ground-leases-for-affordable-in-santa-clarita-santa-cruz/,Medium
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0126,"Acquisition - Southeast - IPA Brokers Sale of 157-Unit Apartment Community in Lake Charles, Louisiana",80,AST-20260521-066,"Acquisition - Southeast - IPA Brokers Sale of 157-Unit Apartment Community in Lake Charles, Louisiana","Acquisition - Southeast - IPA Brokers Sale of 157-Unit Apartment Community in Lake Charles, Louisiana",Southeast,General submarket monitoring,Southeast,Los Angeles,Southeast,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Completed / opened,Completed,,,,Acquisition,Lease-Up / Delivery,Existing asset sale,Delivered / Lease-Up,construction_delivery_watch,matched completed,71,24,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"IPA Brokers Sale of 157-Unit Apartment Community in Lake Charles, Louisiana",REBusiness Online,https://rebusinessonline.com/ipa-brokers-sale-of-157-unit-apartment-community-in-lake-charles-louisiana/,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0018,Fresh renderings for mixed-use project at 3205 Ocean Park Blvd. in Santa Monica,80,AST-20260521-015,Fresh renderings for mixed-use project at 3205 Ocean Park Blvd. in Santa Monica,Fresh renderings for mixed-use project at 3205 Ocean Park Blvd. in Santa Monica,3205 Ocean Park Blvd,Mixed-use corridor,Los Angeles,Los Angeles,Southeast,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,General Asset Signal,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,71,24,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Fresh renderings for mixed-use project at 3205 Ocean Park Blvd. in Santa Monica,Urbanize LA,https://la.urbanize.city/post/fresh-renderings-mixed-use-project-3205-ocean-park-blvd-santa-monica,Medium
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0081,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,AST-20260521-050,Refinancing - Sun Belt - Dwight Capital Closes $130M HUD Refi on N. Miami Apartments,Refinancing - Sun Belt - Dwight Capital Closes $130M HUD Refi on N. Miami Apartments,Miami,General submarket monitoring,Miami,Sun Belt,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$130M; $130M; $130 million,,Refinancing,Refinancing / Recapitalization,Existing asset refinance,Unknown,excluded,excluded financing-only article: refinancing,70,53,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",Dwight Capital Closes $130M HUD Refi on N. Miami Apartments,Connect CRE South Florida,https://www.connectcre.com/stories/dwight-capital-closes-130m-hud-refi-on-n-miami-apartments/,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0010,Avison Young Tapped to Sell Newly Built 190-Unit Class A Multifamily Portfolio in Echo Park Neighborhood of Los Angeles,80,AST-20260521-019,Avison Young Tapped to Sell Newly Built 190-Unit Class A Multifamily Portfolio in Echo Park Neighborhood of Los Angeles,Avison Young Tapped to Sell Newly Built 190-Unit Class A Multifamily Portfolio in Echo Park Neighborhood of Los Angeles,200 N Toluca Street,General submarket monitoring,Echo Park,Los Angeles,California,Multifamily,Multifamily,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,General Asset Signal,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,69,36,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Avison Young Tapped to Sell Newly Built 190-Unit Class A Multifamily Portfolio in Echo Park Neighborhood of Los Angeles,Yield PRO,https://yieldpro.com/2026/05/vista-and-park/,Medium
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0047,Acquisition - California - Sacramento Multifamily Sale Achieves Market’s Highest Price Per Unit in Four Years,80,AST-20260521-044,"Acquisition - California - CBRE Negotiates Sale of 24,660 SF Industrial Property in San Marcos, California","Acquisition - California - CBRE Negotiates Sale of 24,660 SF Industrial Property in San Marcos, California",California,General submarket monitoring,California,Los Angeles,California,General Residential,Unknown Residential,Unknown,Unknown,CBRE,Unknown,Unknown,Unknown,No explicit timing reference,,$4.4 million,660 SF,Acquisition,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,69,34,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent","CBRE Negotiates Sale of 24,660 SF Industrial Property in San Marcos, California",REBusiness Online,https://rebusinessonline.com/cbre-negotiates-sale-of-24660-sf-industrial-property-in-san-marcos-california/,Medium
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0038,Acquisition - Sun Belt - Dominium to Preserve the Affordability Status of Newly Acquired Sweetwater Terraces and Re...,80,AST-20260521-067,General Project Signal - Sun Belt - Insignia Pursuing Embassy Row Redevelopment,General Project Signal - Sun Belt - Insignia Pursuing Embassy Row Redevelopment,Atlanta,General submarket monitoring,Atlanta,Sun Belt,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,"1,068 apartments",,,General Project Signal,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,68,32,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Insignia Pursuing Embassy Row Redevelopment,Connect CRE Atlanta,https://www.connectcre.com/stories/insignia-pursuing-embassy-row-redevelopment/,Medium
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0119,Construction Financing - Other / Unknown - Morrison Avenue Capital Partners Secures Construction Financing for University of Georgia...,80,AST-20260521-077,Disposition / Exit - Other / Unknown - Northeast Private Client Group Arranged Sale of Workforce Housing Beech Tree Apartments in...,Disposition / Exit - Other / Unknown - Northeast Private Client Group Arranged Sale of Workforce Housing Beech Tree Apartments in...,Unknown,General submarket monitoring,Unknown,Other / Unknown,Unknown,Workforce Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$8 million; $8 million,,Disposition / Exit,Acquisition / Site Control,Site acquired,Site Controlled,site_parcel_activity,matched arranged sale,68,21,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",Northeast Private Client Group Arranged Sale of Workforce Housing Beech Tree Apartments in Great Barrington Massachusetts,Yield PRO,https://yieldpro.com/2026/05/beech-tree-apartments/,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0047,Acquisition - California - Sacramento Multifamily Sale Achieves Market’s Highest Price Per Unit in Four Years,80,AST-20260521-059,General Project Signal - California - Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,General Project Signal - California - Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,California,General submarket monitoring,California,Los Angeles,California,General Residential,Unknown Residential,Unknown,Unknown,JLL,Unknown,Unknown,Unknown,No explicit timing reference,,$26 million; $26 million,,General Project Signal,Refinancing / Recapitalization,Land / parcel referenced,Site Search / Early Signal,excluded,excluded financing-only article: bridge loan,66,47,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,Connect CRE Orange County,https://www.connectcre.com/stories/anaheim-industrial-outdoor-storage-site-secured-bridge-loan/,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0119,Construction Financing - Other / Unknown - Morrison Avenue Capital Partners Secures Construction Financing for University of Georgia...,80,AST-20260521-048,Acquisition - Other / Unknown - Walker & Dunlop Arranges $71.5M Acquisition Financing for Virginia Student Housing Communi...,Acquisition - Other / Unknown - Walker & Dunlop Arranges $71.5M Acquisition Financing for Virginia Student Housing Communi...,Unknown,University-adjacent,Unknown,Other / Unknown,Unknown,Student Housing,Student Housing,Unknown,Unknown,Freddie Mac,Unknown,Unknown,Unknown,No explicit timing reference,,$71.5M; $71.5 million; $71.5m,,Acquisition,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,65,33,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Walker & Dunlop Arranges $71.5M Acquisition Financing for Virginia Student Housing Community Current Midtown,Yield PRO,https://yieldpro.com/2026/05/current-midtown/,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0095,"JV / Partnership - National - Ares, Scion Launch JV With $910M Deal For Student Housing Portfolio",80,AST-20260521-071,"JV / Partnership - National - Ares, Scion Launch JV With $910M Deal For Student Housing Portfolio","JV / Partnership - National - Ares, Scion Launch JV With $910M Deal For Student Housing Portfolio",National,University-adjacent,National,Los Angeles,Unknown,Student Housing,Student Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$910M; $910M; $910m,,JV / Partnership,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,65,26,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"Ares, Scion Launch JV With $910M Deal For Student Housing Portfolio",Bisnow,https://www.bisnow.com/national/news/student-housing/first-time-jv-partners-acquire-910m-student-housing-portfolio-134662,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0121,JV / Partnership - Sun Belt - ZOM Ordered To Pay $323M For Circumventing Partner In Arizona Multifamily JV,80,AST-20260521-056,JV / Partnership - Sun Belt - ZOM Ordered To Pay $323M For Circumventing Partner In Arizona Multifamily JV,JV / Partnership - Sun Belt - ZOM Ordered To Pay $323M For Circumventing Partner In Arizona Multifamily JV,Phoenix,General submarket monitoring,Phoenix,Sun Belt,Sun Belt,Multifamily,Multifamily,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$323M; $323M; $323m,,JV / Partnership,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,64,30,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,ZOM Ordered To Pay $323M For Circumventing Partner In Arizona Multifamily JV,Bisnow,https://www.bisnow.com/national/news/multifamily/zom-to-pay-323m-for-circumventing-grey-development-group-in-arizona-multifamily-jv-134647,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0074,Disposition / Exit - Los Angeles - Avison Young Tapped to Sell Newly Built 190-Unit Class A Multifamily Portfolio in Echo Par...,80,AST-20260521-073,General Project Signal - Los Angeles - Soaring above the 17-acre One Beverly Hills site,General Project Signal - Los Angeles - Soaring above the 17-acre One Beverly Hills site,Los Angeles,General submarket monitoring,Los Angeles,Los Angeles,California,General Residential,Unknown Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$10; $10,,General Project Signal,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,64,23,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Soaring above the 17-acre One Beverly Hills site,Urbanize LA,https://la.urbanize.city/post/soaring-above-17-acre-one-beverly-hills-site,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0001,Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,80,AST-20260521-001,Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,100 East Wisconsin Avenue,Downtown infill,Unknown,National,National,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,General Asset Signal,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,63,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,Commercial Observer,https://commercialobserver.com/2026/05/dwight-capital-hud-loan-milwaukee-office-to-resi-conversion/,Medium
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0100,Office-to-Residential Conversion - New York - Partnership Receives $97M in Financing for Multifamily Adaptive Reuse Project in Harlem,80,AST-20260521-079,Entitlement / Permitting - New York - NYC unveils plan to speed up affordable housing development,Entitlement / Permitting - New York - NYC unveils plan to speed up affordable housing development,New York,General submarket monitoring,New York,Los Angeles,New York,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Entitlement / Permitting,Affordable / Density Bonus Strategy,Project under entitlement,Unknown,approval_watch,matched permit,63,27,Relevant to entitlement monitoring,"Track entitlement, permit, density bonus, and construction-readiness milestones",NYC unveils plan to speed up affordable housing development,Multifamily Dive,https://www.multifamilydive.com/news/nyc-speed-affordable-housing-development/820640/,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0030,Apartment Investor Targets San Antonio Value-Add Rental Assets,80,AST-20260521-022,Apartment Investor Targets San Antonio Value-Add Rental Assets,Apartment Investor Targets San Antonio Value-Add Rental Assets,7770 Pipers Lane,Westover Hills and Northwood Luxury Apartments,Unknown,Los Angeles,Texas,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,General Asset Signal,General Asset Signal,Site acquired,Unknown,excluded,no clear development milestone,62,26,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Apartment Investor Targets San Antonio Value-Add Rental Assets,Connect CRE Texas,https://www.connectcre.com/stories/apartment-investor-targets-san-antonio-value-add-rental-assets/,Medium
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0100,Office-to-Residential Conversion - New York - Partnership Receives $97M in Financing for Multifamily Adaptive Reuse Project in Harlem,80,AST-20260521-041,Disposition / Exit - New York - Berkadia Finalizes Sale of Garden-Style Elizabeth Apartments,Disposition / Exit - New York - Berkadia Finalizes Sale of Garden-Style Elizabeth Apartments,New York,General submarket monitoring,New York,New York,New York,Apartment,Apartment,Unknown,Unknown,Berkadia,Unknown,Unknown,Unknown,No explicit timing reference,,$8; $168,,Disposition / Exit,General Asset Signal,Existing asset sale,Unknown,excluded,excluded operating-asset disposition,61,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Berkadia Finalizes Sale of Garden-Style Elizabeth Apartments,Connect CRE,https://www.connectcre.com/stories/berkadia-finalizes-sale-of-garden-style-elizabeth-apartments/,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0038,Acquisition - Sun Belt - Dominium to Preserve the Affordability Status of Newly Acquired Sweetwater Terraces and Re...,80,AST-20260521-042,Disposition / Exit - Sun Belt - Eaton Vance Picks Charlotte Rental Community for $65.8M,Disposition / Exit - Sun Belt - Eaton Vance Picks Charlotte Rental Community for $65.8M,Atlanta,General submarket monitoring,Atlanta,Sun Belt,Sun Belt,Apartment,Apartment,Unknown,Unknown,JLL,Unknown,Unknown,Unknown,No explicit timing reference,,$65.8M; $65.8M; $65.8 million,,Disposition / Exit,General Asset Signal,Existing asset sale,Unknown,excluded,excluded operating-asset disposition,61,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Eaton Vance Picks Charlotte Rental Community for $65.8M,Connect CRE Charlotte,https://www.connectcre.com/stories/eaton-vance-picks-charlotte-rental-community-for-65-8m/,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0055,JV / Partnership - Sun Belt - Eastham Capital Sells 194-Unit Apartment Complex in Southeast Houston,80,AST-20260521-065,JV / Partnership - Sun Belt - Eastham Capital Sells 194-Unit Apartment Complex in Southeast Houston,JV / Partnership - Sun Belt - Eastham Capital Sells 194-Unit Apartment Complex in Southeast Houston,Houston,General submarket monitoring,Houston,Sun Belt,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,JV / Partnership,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,61,33,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Eastham Capital Sells 194-Unit Apartment Complex in Southeast Houston,REBusiness Online,https://rebusinessonline.com/eastham-capital-sells-194-unit-apartment-complex-in-southeast-houston/,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0076,"AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History",80,AST-20260521-096,"AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History","AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History",Los Angeles,General submarket monitoring,Los Angeles,Los Angeles,National,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,General Asset Signal,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,60,22,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History",Bisnow,https://www.bisnow.com/national/news/capital-markets/avalonbay-equity-residential-all-stock-merger-creating-180000-apartment-giant-134679,Low
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0119,Construction Financing - Other / Unknown - Morrison Avenue Capital Partners Secures Construction Financing for University of Georgia...,80,AST-20260521-078,Development Start - Other / Unknown - Missing Middle Weakness,Development Start - Other / Unknown - Missing Middle Weakness,Unknown,General submarket monitoring,Unknown,Other / Unknown,Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Development Start,Development Start,Unknown site control,Unknown,excluded,no clear development milestone,59,32,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Missing Middle Weakness,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/missing-middle-weakness/,Low
