run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,asset_signal_id,canonical_article_id,article_integrity_status,primary_display_section,secondary_display_sections,repeat_exposure_status,freshness_score,access_status,canonical_asset_or_project_name,raw_project_or_property_name,address_or_location_clue,intersection_or_corridor,neighborhood_or_submarket,city,state_or_region,residential_sector,asset_type,gp_or_developer,owner_or_sponsor,lender_or_capital_partner,entitlement_status,permit_status,construction_status,delivery_or_timing_reference,unit_count,dollar_amount,site_size_or_area,deal_or_project_type,asset_strategy_signal,site_control_signal,execution_stage,primary_development_category,primary_category_reason,asset_opportunity_score,asset_risk_score,woomi_asset_relevance,recommended_asset_follow_up,evidence_article_title,source,url,confidence_level
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0023,"Covina Apartments Trade on In-Place Cash Flow, Rental Upside",80,AST-20260529-011,art_aac28584f7614e52,valid,GP / Capital Activity,,new_or_fresh,100,accessible,"Covina Apartments Trade on In-Place Cash Flow, Rental Upside","Covina Apartments Trade on In-Place Cash Flow, Rental Upside",4810 N. Vincent Ave,General submarket monitoring,Unknown,Los Angeles,California,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,General Asset Signal,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,75,40,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent","Covina Apartments Trade on In-Place Cash Flow, Rental Upside",Connect CRE,https://www.connectcre.com/stories/covina-apartments-trade-on-in-place-cash-flow-rental-upside/,Medium
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0037,Construction Financing - Los Angeles - Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in Wes...,80,AST-20260529-005,art_94ddbfdf53356ba5,valid,Development Activity,GP / Capital Activity,acceptable_repeat,74,accessible,Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in West Hollywood,Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in West Hollywood,8025 Santa Monica Blvd,Mixed-use corridor,Hollywood,Los Angeles,California,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Refinancing / Recapitalization,Refinancing / Recapitalization,Unknown site control,Unknown,excluded,excluded financing-only article: construction loan,75,40,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in West Hollywood,Urbanize LA,https://la.urbanize.city/post/developer-scores-construction-loan-mixed-use-project-8025-santa-monica-blvd-west-hollywood,Medium
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0015,JBG SMITH Commences Office-to-Residential Conversion in National Landing,80,AST-20260529-007,art_e433b84f9d4b2d77,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,accessible,JBG SMITH Commences Office-to-Residential Conversion in National Landing,JBG SMITH Commences Office-to-Residential Conversion in National Landing,2200 Crystal Drive,Office conversion corridor,Unknown,Los Angeles,National,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,Office-to-Residential Conversion,Office-to-Residential Conversion,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,75,36,Relevant to underwriting benchmark,Monitor office conversion feasibility and policy support,JBG SMITH Commences Office-to-Residential Conversion in National Landing,Connect CRE Apartments,https://www.connectcre.com/stories/jbg-smith-commences-office-to-residential-conversion-in-national-landing/,Medium
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0093,Construction Financing - National - Basis Investment Group Announces $43M Refinancing and Lease-Up of Newly Constructed Class-...,80,AST-20260529-073,art_e433b84f9d4b2d77,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,accessible,Office-to-Residential Conversion - National - JBG SMITH Commences Office-to-Residential Conversion in National Landing,Office-to-Residential Conversion - National - JBG SMITH Commences Office-to-Residential Conversion in National Landing,National,Office conversion corridor,National,Los Angeles,Unknown,Office-to-Residential Conversion,Office-to-Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Office-to-Residential Conversion,Office-to-Residential Conversion,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,75,36,Relevant to underwriting benchmark,Monitor office conversion feasibility and policy support,JBG SMITH Commences Office-to-Residential Conversion in National Landing,Connect CRE Apartments,https://www.connectcre.com/stories/jbg-smith-commences-office-to-residential-conversion-in-national-landing/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0018,El-Ad Pays $45.5M for Coconut Grove Property,80,AST-20260529-010,art_f2aa7210fded1e3c,valid,GP / Capital Activity,,repeat_penalized,55,accessible,El-Ad Pays $45.5M for Coconut Grove Property,El-Ad Pays $45.5M for Coconut Grove Property,3265 Virginia St,General submarket monitoring,Miami,Los Angeles,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,General Asset Signal,General Asset Signal,Site acquired,Unknown,excluded,no clear development milestone,75,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,Medium
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0009,General Project Signal - Los Angeles - Affordable housing slated for 1418 S. Mansfield Ave. in Mid-City,80,AST-20260529-006,art_f775b4e9c4c3ac78,valid,Development Activity,,acceptable_repeat,74,accessible,Affordable housing slated for 1418 S. Mansfield Ave. in Mid-City,Affordable housing slated for 1418 S. Mansfield Ave. in Mid-City,1418 S. Mansfield Ave,General submarket monitoring,Los Angeles,Los Angeles,California,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Affordable / Density Bonus Strategy,Affordable / Density Bonus Strategy,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,75,32,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Affordable housing slated for 1418 S. Mansfield Ave. in Mid-City,Urbanize LA,https://la.urbanize.city/post/affordable-housing-slated-1418-s-mansfield-ave-mid-city,Medium
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0007,Updated plan for apartments at 1238 Lincoln Blvd. in Santa Monica,80,AST-20260529-004,art_7ffcfcf412093268,valid,Development Activity,,acceptable_repeat,93,accessible,Updated plan for apartments at 1238 Lincoln Blvd. in Santa Monica,Updated plan for apartments at 1238 Lincoln Blvd. in Santa Monica,1238 Lincoln Blvd,General submarket monitoring,Los Angeles,Los Angeles,California,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,General Asset Signal,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,75,32,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Updated plan for apartments at 1238 Lincoln Blvd. in Santa Monica,Urbanize LA,https://la.urbanize.city/post/updated-plan-apartments-1238-lincoln-blvd-santa-monica,Medium
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0028,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,AST-20260529-009,art_86d3cff087fb1b43,valid,GP / Capital Activity,,repeat_penalized,55,accessible,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,6075 Sunset Drive,General submarket monitoring,Miami,Los Angeles,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,Refinancing / Recapitalization,Refinancing / Recapitalization,Land / parcel referenced,Site Search / Early Signal,excluded,excluded financing-only article: construction loan,75,26,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Connect CRE South Florida,https://www.connectcre.com/stories/alta-developers-lands-91-8m-construction-loan-for-miami-apartments/,Medium
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0033,PNC Bank Refis West Village Apartment Building With $404M Loan,80,AST-20260529-001,art_0301e5b5e4f10e49,valid,GP / Capital Activity,,new_or_fresh,100,accessible,PNC Bank Refis West Village Apartment Building With $404M Loan,PNC Bank Refis West Village Apartment Building With $404M Loan,666 Greenwich Street,General submarket monitoring,Manhattan,Los Angeles,New York,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,General Asset Signal,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,75,26,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,PNC Bank Refis West Village Apartment Building With $404M Loan,Commercial Observer,https://commercialobserver.com/2026/05/pnc-bank-rockrose-west-village-apartment-building/,Medium
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0031,"JV / Partnership - California - New Rendering For 650 Divisadero Street, San Francisco",80,AST-20260529-013,art_ad040dd8d5af5489,suspicious_duplicate,Development Activity,GP / Capital Activity,repeat_penalized,54,accessible,"New Rendering For 650 Divisadero Street, San Francisco","New Rendering For 650 Divisadero Street, San Francisco",650 Divisadero Street,General submarket monitoring,Unknown,Los Angeles,California,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,Affordable / Density Bonus Strategy,Affordable / Density Bonus Strategy,Project under entitlement,Unknown,approval_watch,matched entitlement,74,39,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent","New Rendering For 650 Divisadero Street, San Francisco",SF YIMBY,https://sfyimby.com/2026/05/new-rendering-for-650-divisadero-street-san-francisco.html,Medium
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0012,Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquisition Financing,80,AST-20260529-012,art_dbd4ef5859173dcf,valid,GP / Capital Activity,,new_or_fresh,100,accessible,Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquisition Financing,Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquisition Financing,1464 Gabriel Drive,General submarket monitoring,Unknown,Los Angeles,Other / Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,General Asset Signal,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,74,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquisition Financing,Yield PRO,https://yieldpro.com/2026/05/river-oaks-apartments-norfolk/,Medium
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0059,Acquisition - Sun Belt - Brixton Capital Bolsters Dallas Footprint with 288-Unit Apartment Acquisition,80,AST-20260529-061,art_9c0c37921479fe25,valid,GP / Capital Activity,,new_or_fresh,100,accessible,Acquisition - Sun Belt - Brixton Capital Bolsters Dallas Footprint with 288-Unit Apartment Acquisition,Acquisition - Sun Belt - Brixton Capital Bolsters Dallas Footprint with 288-Unit Apartment Acquisition,Dallas,General submarket monitoring,Dallas,Los Angeles,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Acquisition,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,74,33,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Brixton Capital Bolsters Dallas Footprint with 288-Unit Apartment Acquisition,Yield PRO,https://yieldpro.com/2026/05/allura-las-colinas/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0022,Entitlement / Permitting - Southeast - 40 apartments slated for 4080 Lafayette Place in Culver City,80,AST-20260529-014,art_82090a3f0a0d769e,valid,Development Activity,,acceptable_repeat,74,accessible,40 apartments slated for 4080 Lafayette Place in Culver City,40 apartments slated for 4080 Lafayette Place in Culver City,4080 Lafayette Place,Downtown infill,Culver City,Los Angeles,Southeast,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,General Asset Signal,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,74,25,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,40 apartments slated for 4080 Lafayette Place in Culver City,Urbanize LA,https://la.urbanize.city/post/40-apartments-slated-4080-lafayette-place-culver-city,Medium
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0041,Joint Venture of PCCP and Alliance Residential Company Acquires 184-Unit Multifamily Community in Riverside California,80,AST-20260529-015,art_fe740a152ba7cd5a,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,accessible,"PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex","PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex",9170 Indiana Ave,General submarket monitoring,Inland Empire,Los Angeles,California,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Completed / opened,2026,,,,Lease-Up / Delivery,Lease-Up / Delivery,Land / parcel referenced,Delivered / Lease-Up,construction_delivery_watch,matched completed,73,31,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent","PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex",Connect CRE,https://www.connectcre.com/stories/pccp-alliance-residential-snap-up-garden-style-riverside-complex/,Medium
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0001,"Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",80,AST-20260529-016,art_0593f02bc0368fb7,valid,GP / Capital Activity,,acceptable_repeat,78,accessible,"Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development","Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",10 Ashel Lane,Mixed-use corridor,Unknown,Los Angeles,New York,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,General Asset Signal,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,73,25,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",Commercial Observer,https://commercialobserver.com/2026/05/dwight-mortgage-trust-rockland-county-apartments/,Medium
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0055,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",80,AST-20260529-054,art_f0e5befbb21a23aa,valid,GP / Capital Activity,,repeat_penalized,44,accessible,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties","Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",California,General submarket monitoring,California,Los Angeles,California,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Recapitalization,Refinancing / Recapitalization,Unknown site control,Unknown,excluded,excluded financing-only article: recapitalization,72,61,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent","PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",Connect CRE Orange County,https://www.connectcre.com/stories/pef-advisors-freestone-capital-form-jv-to-recapitalize-affordable-properties/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0063,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,80,AST-20260529-047,art_4cc2b5705959ef00,valid,Development Activity,GP / Capital Activity,repeat_penalized,55,accessible,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Florida,General submarket monitoring,Florida,Florida,Florida,Apartment,Apartment,Unknown,Unknown,Berkadia,Unknown,Unknown,Unknown,No explicit timing reference,,$401M; $401M; $401 million,,General Project Signal,Refinancing / Recapitalization,Unknown site control,Unknown,excluded,excluded financing-only article: bridge loan,72,55,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Connect CRE South Florida,https://www.connectcre.com/stories/s-florida-ritz-carlton-developer-inks-401m-bridge-loan/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0087,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,AST-20260529-036,art_f2aa7210fded1e3c,valid,GP / Capital Activity,,repeat_penalized,55,accessible,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Miami,General submarket monitoring,Miami,Sun Belt,Sun Belt,Apartment,Apartment,Unknown,Unknown,Berkadia,Unknown,Unknown,Unknown,No explicit timing reference,,$45.5M; $45.5M; $45.5 million,,Acquisition,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,72,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0041,Joint Venture of PCCP and Alliance Residential Company Acquires 184-Unit Multifamily Community in Riverside California,80,AST-20260529-017,art_f5f23d41de26db37,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,accessible,Joint Venture of PCCP and Alliance Residential Company Acquires 184-Unit Multifamily Community in Riverside California,Joint Venture of PCCP and Alliance Residential Company Acquires 184-Unit Multifamily Community in Riverside California,9170 Indiana Avenue,General submarket monitoring,Riverside,Los Angeles,California,Multifamily,Multifamily,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,in 2023,,,6.7 acres,General Asset Signal,General Asset Signal,Land / parcel referenced,Delivered / Lease-Up,construction_delivery_watch,matched delivered,72,30,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Joint Venture of PCCP and Alliance Residential Company Acquires 184-Unit Multifamily Community in Riverside California,Yield PRO,https://yieldpro.com/2026/05/the-hawthorne/,Medium
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0115,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,AST-20260529-058,art_dbd4ef5859173dcf,valid,GP / Capital Activity,,new_or_fresh,100,accessible,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,Unknown,General submarket monitoring,Unknown,Other / Unknown,Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$10M; $10 million; $10m,,Acquisition,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,71,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquisition Financing,Yield PRO,https://yieldpro.com/2026/05/river-oaks-apartments-norfolk/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0115,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,AST-20260529-069,art_fb31f648fa0ce1ca,valid,GP / Capital Activity,,new_or_fresh,100,accessible,General Project Signal - Other / Unknown - Merchants Capital Provides $99M in Financing for Indiana Workforce Housing,General Project Signal - Other / Unknown - Merchants Capital Provides $99M in Financing for Indiana Workforce Housing,Unknown,General submarket monitoring,Unknown,Other / Unknown,Unknown,Affordable Housing,Mixed-Use Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$99M; $99M; $99 million,,General Project Signal,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,71,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Merchants Capital Provides $99M in Financing for Indiana Workforce Housing,Connect CRE Apartments,https://www.connectcre.com/stories/merchants-capital-provides-99m-in-financing-for-indiana-workforce-housing/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0116,General Project Signal - Sun Belt - Empire Group Starts Work on $170M Phoenix Apartment Tower,80,AST-20260529-057,art_216836fb3c56bcd4,valid,GP / Capital Activity,Market Intelligence,acceptable_repeat,74,accessible,General Project Signal - Sun Belt - Empire Group Starts Work on $170M Phoenix Apartment Tower,General Project Signal - Sun Belt - Empire Group Starts Work on $170M Phoenix Apartment Tower,Phoenix,General submarket monitoring,Phoenix,Sun Belt,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$170M; $170M; $131.2 million,,General Project Signal,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,71,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Empire Group Starts Work on $170M Phoenix Apartment Tower,Connect CRE Phoenix,https://www.connectcre.com/stories/empire-group-starts-work-on-170m-phoenix-apartment-tower/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0120,JV / Partnership - New York - IPA Arranges $27M Acquisition Loan for Apartment Community in D.C’s NoMa District,80,AST-20260529-043,art_1b2c5fd79ed909b2,valid,GP / Capital Activity,,new_or_fresh,100,accessible,JV / Partnership - New York - IPA Arranges $27M Acquisition Loan for Apartment Community in D.C’s NoMa District,JV / Partnership - New York - IPA Arranges $27M Acquisition Loan for Apartment Community in D.C’s NoMa District,Southeast,General submarket monitoring,Southeast,New York,New York,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$27M; $27M; $27 million,,JV / Partnership,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,71,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,IPA Arranges $27M Acquisition Loan for Apartment Community in D.C’s NoMa District,REBusiness Online,https://rebusinessonline.com/ipa-arranges-27m-acquisition-loan-for-apartment-community-in-d-cs-noma-district/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0087,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,AST-20260529-062,art_8c9207386c7ebe94,valid,Development Activity,GP / Capital Activity,acceptable_repeat,70,accessible,Acquisition - Sun Belt - Miami Apartments Trade for $109.9M,Acquisition - Sun Belt - Miami Apartments Trade for $109.9M,Miami,General submarket monitoring,Miami,Sun Belt,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Construction started,broke ground,,$109.9M; $109.9M; $110 million,,Acquisition,Development Start,Existing asset sale,Under Construction,construction_delivery_watch,matched broke ground,70,19,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Miami Apartments Trade for $109.9M,Connect CRE South Florida,https://www.connectcre.com/stories/miami-apartments-trade-for-109-9m/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0115,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,AST-20260529-049,art_300337cf79018943,valid,GP / Capital Activity,,new_or_fresh,100,accessible,"Acquisition - Other / Unknown - Avison Young Negotiates $19.1M Sale of Apartment Building in Wethersfield, Connecticut","Acquisition - Other / Unknown - Avison Young Negotiates $19.1M Sale of Apartment Building in Wethersfield, Connecticut",Unknown,General submarket monitoring,Unknown,Other / Unknown,Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,64 units,$19.1M; $19.1M; $19.1 million,,Acquisition,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,69,33,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"Avison Young Negotiates $19.1M Sale of Apartment Building in Wethersfield, Connecticut",REBusiness Online,https://rebusinessonline.com/avison-young-negotiates-19-1m-sale-of-apartment-building-in-wethersfield-connecticut/,Medium
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0011,Garden Communities Launches Leasing at Luxury Multifamily Community Gardens at Roseland in Roseland New Jersey,80,AST-20260529-019,art_32fc740784b86dc4,valid,Market Intelligence,,new_or_fresh,100,accessible,Garden Communities Launches Leasing at Luxury Multifamily Community Gardens at Roseland in Roseland New Jersey,Garden Communities Launches Leasing at Luxury Multifamily Community Gardens at Roseland in Roseland New Jersey,146 Harrison Ave,General submarket monitoring,Unknown,Los Angeles,Other / Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,General Asset Signal,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,construction_delivery_watch,matched occupancy,69,23,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Garden Communities Launches Leasing at Luxury Multifamily Community Gardens at Roseland in Roseland New Jersey,Yield PRO,https://yieldpro.com/2026/05/gardens-at-roseland-2/,Medium
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0080,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,AST-20260529-053,art_48986859dcaa29d2,valid,Development Activity,,new_or_fresh,100,accessible,Disposition / Exit - Los Angeles - Metro breaks ground on North Hollywood - Pasadena BRT line,Disposition / Exit - Los Angeles - Metro breaks ground on North Hollywood - Pasadena BRT line,Los Angeles,General submarket monitoring,Los Angeles,Los Angeles,California,General Residential,Unknown Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$317 million,,Disposition / Exit,General Asset Signal,Existing asset sale,Unknown,construction_delivery_watch,matched breaks ground,68,34,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Metro breaks ground on North Hollywood - Pasadena BRT line,Urbanize LA,https://la.urbanize.city/post/metro-breaks-ground-north-hollywood-pasadena-brt-line,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0055,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",80,AST-20260529-051,art_3fa929e9665efef9,valid,GP / Capital Activity,,new_or_fresh,100,accessible,Disposition / Exit - California - Carlsbad Lifestyle Center Fetches $91M in Sale to 11North,Disposition / Exit - California - Carlsbad Lifestyle Center Fetches $91M in Sale to 11North,California,General submarket monitoring,California,Los Angeles,California,General Residential,Unknown Residential,Unknown,Unknown,JLL,Unknown,Unknown,Unknown,No explicit timing reference,,$91M; $91M; $91.3,,Disposition / Exit,General Asset Signal,Existing asset sale,Unknown,excluded,excluded operating-asset disposition,68,33,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Carlsbad Lifestyle Center Fetches $91M in Sale to 11North,Connect CRE,https://www.connectcre.com/stories/carlsbad-lifestyle-center-fetches-91m-in-sale-to-11north/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0047,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,80,AST-20260529-063,art_fe54334ec3b83a18,valid,Development Activity,,repeat_penalized,55,accessible,General Project Signal - Sun Belt - Insignia Pursuing Embassy Row Redevelopment,General Project Signal - Sun Belt - Insignia Pursuing Embassy Row Redevelopment,Atlanta,General submarket monitoring,Atlanta,Sun Belt,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,"1,068 apartments",,,General Project Signal,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,68,32,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Insignia Pursuing Embassy Row Redevelopment,Connect CRE Atlanta,https://www.connectcre.com/stories/insignia-pursuing-embassy-row-redevelopment/,Medium
