run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_id,canonical_article_id,article_integrity_status,primary_display_section,secondary_display_sections,repeat_exposure_status,freshness_score,access_status,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,lender_or_capital_partner,current_lifecycle_stage,primary_development_category,primary_category_reason,previous_lifecycle_stage_if_known,lifecycle_progression_signal,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,construction_execution_flag,lease_up_risk_flag,woomi_lifecycle_relevance,recommended_lifecycle_follow_up,evidence_signals,source_article_title,source,url,confidence_level
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0073,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260530-058,art_086d345158545dbe,valid,Development Activity,Market Intelligence,acceptable_repeat,74,accessible,Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South LA,California,Los Angeles,Affordable Housing,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Newly Detected,21,76,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South LA,Urbanize LA,https://la.urbanize.city/post/modular-housing-manufacturing-proposed-city-owned-site-10901-s-clovis-st-south-la,High
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0117,Entitlement / Permitting - Southeast - 40 apartments slated for 4080 Lafayette Place in Culver City,80,LC-20260530-007,art_82090a3f0a0d769e,valid,Development Activity,,acceptable_repeat,70,accessible,Entitlement / Permitting - Southeast - 40 apartments slated for 4080 Lafayette Place in Culver City,Southeast,Southeast,Apartment,Unknown,Unknown,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,32,75,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,40 apartments slated for 4080 Lafayette Place in Culver City,Urbanize LA,https://la.urbanize.city/post/40-apartments-slated-4080-lafayette-place-culver-city,High
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0073,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260530-016,art_6477eaff7569fbe9,suspicious_duplicate,Development Activity,GP / Capital Activity,acceptable_repeat,80,accessible,"JV / Partnership - Los Angeles - RAND reviews ULA impacts, Mayor's race focuses on housing, and more",California,Los Angeles,Affordable Housing,Unknown,Unknown,Unknown Stage,approval_watch,matched permit,,Reappearing,34,74,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"RAND reviews ULA impacts, Mayor's race focuses on housing, and more",Urbanize LA,https://la.urbanize.city/post/rand-reviews-ula-impacts-mayors-race-focuses-housing-and-more,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0131,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,LC-20260530-019,art_6b6db89b16247e2b,valid,GP / Capital Activity,,new_or_fresh,100,accessible,Refinancing - Other / Unknown - $46M Bridge Loan Refinances Newly Built Moreno Valley Apartments Villa Annette,Unknown,Unknown,Apartment,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: refinancing,,Mature / Operating,60,73,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,$46M Bridge Loan Refinances Newly Built Moreno Valley Apartments Villa Annette,Yield PRO,https://yieldpro.com/2026/05/villa-annette/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0073,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260530-015,art_a7fdd8493624e02a,valid,Development Activity,,acceptable_repeat,78,accessible,Infill housing slated for 349 N. Oakhurst Ave. in Beverly Hills,California,Los Angeles,Apartment,Unknown,Unknown,Entitlement Under Review,approval_watch,matched planning commission,Entitlement Under Review,Reappearing,36,73,Unknown Timing,Medium,Low,Low,Low,Relevant to entitlement monitoring,"Track planning docket, approval path, CEQA risk, and sponsor activity",Entitlement Under Review; Under planning review; Entitlement Play; No explicit timing reference,Infill housing slated for 349 N. Oakhurst Ave. in Beverly Hills,Urbanize LA,https://la.urbanize.city/post/infill-housing-slated-349-n-oakhurst-ave-beverly-hills,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0073,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260530-021,art_aac28584f7614e52,valid,GP / Capital Activity,,acceptable_repeat,78,accessible,"Disposition / Exit - Los Angeles - Covina Apartments Trade on In-Place Cash Flow, Rental Upside",California,Los Angeles,Apartment,Unknown,Unknown,Unknown Stage,excluded,excluded operating-asset disposition,Unknown Stage,Reappearing,34,73,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"Covina Apartments Trade on In-Place Cash Flow, Rental Upside",Connect CRE,https://www.connectcre.com/stories/covina-apartments-trade-on-in-place-cash-flow-rental-upside/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0073,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260530-011,art_a7fdd8493624e02a,valid,Development Activity,,acceptable_repeat,78,accessible,Entitlement / Permitting - Los Angeles - Infill housing slated for 349 N. Oakhurst Ave. in Beverly Hills,California,Los Angeles,Apartment,Unknown,Unknown,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,34,73,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,Infill housing slated for 349 N. Oakhurst Ave. in Beverly Hills,Urbanize LA,https://la.urbanize.city/post/infill-housing-slated-349-n-oakhurst-ave-beverly-hills,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0113,"JV / Partnership - California - New Rendering For 650 Divisadero Street, San Francisco",80,LC-20260530-017,art_ad040dd8d5af5489,suspicious_duplicate,Development Activity,GP / Capital Activity,repeat_penalized,50,accessible,"JV / Partnership - California - New Rendering For 650 Divisadero Street, San Francisco",California,San Francisco,Apartment,Unknown,Unknown,Unknown Stage,approval_watch,matched entitlement,Unknown Stage,Reappearing,34,73,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,"New Rendering For 650 Divisadero Street, San Francisco",SF YIMBY,https://sfyimby.com/2026/05/new-rendering-for-650-divisadero-street-san-francisco.html,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0050,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",80,LC-20260530-026,art_1cf4b76f3046105a,valid,GP / Capital Activity,,repeat_penalized,55,accessible,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,California,California,Senior Housing,Unknown,JLL,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,61,72,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,JLL Arranges $252M Financing for Huntington Beach Seniors Project,Connect CRE Orange County,https://www.connectcre.com/stories/jll-arranges-252m-financing-for-huntington-beach-seniors-project/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0042,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,LC-20260530-077,art_e60c8ea567aa8fb8,valid,GP / Capital Activity,,repeat_penalized,55,accessible,Refinancing - Sun Belt - Georgia Tech Student Housing Investors Ink Refi,Sun Belt,Atlanta,Student Housing,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: refinancing,Refinancing / Recapitalization,Mature / Operating,56,71,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Georgia Tech Student Housing Investors Ink Refi,Connect CRE Atlanta,https://www.connectcre.com/stories/georgia-tech-student-housing-investors-ink-refi/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0042,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,LC-20260530-023,art_254005ddeadd9f56,valid,Development Activity,,new_or_fresh,100,accessible,General Project Signal - Sun Belt - Insignia Pursuing Embassy Row Multifamily Mixed-Use Redevelopment in Atlanta,Sun Belt,Atlanta,Mixed-Use Residential,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,32,71,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Insignia Pursuing Embassy Row Multifamily Mixed-Use Redevelopment in Atlanta,Yield PRO,https://yieldpro.com/2026/05/embassy-row/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0090,Office-to-Residential Conversion - New York - Speaker Spotlight: Adam Greene of RXR,100,LC-20260530-057,art_25a1b6f9d2efb599,valid,Development Activity,,acceptable_repeat,78,accessible,Office-to-Residential Conversion - New York - Speaker Spotlight: Adam Greene of RXR,New York,New York,Office-to-Residential Conversion,RXR,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,23,71,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Office-to-Residential Conversion; No explicit timing reference,Speaker Spotlight: Adam Greene of RXR,Commercial Observer,https://commercialobserver.com/2026/05/speaker-spotlight-adam-greene-of-rxr/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0109,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,LC-20260530-056,art_3d0a17b77c17402f,valid,Development Activity,,new_or_fresh,100,accessible,CJM Development Completes 168-Unit Utah Multifamily Affordable Housing Community,Other / Unknown,Unknown,Affordable Housing,Unknown,Unknown,Delivery / Opening,construction_delivery_watch,matched broke ground,,Mature / Operating,20,71,Unknown Timing,Low,Low,Low,Medium,Relevant to underwriting benchmark,"Benchmark delivery, lease-up, occupancy, and rent assumptions",Delivery / Opening; Construction started; Affordable / Density Bonus Strategy; 2024,CJM Development Completes 168-Unit Utah Multifamily Affordable Housing Community,Yield PRO,https://yieldpro.com/2026/05/homestead-landing-apartments/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0056,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,80,LC-20260530-044,art_4cc2b5705959ef00,valid,Development Activity,GP / Capital Activity,repeat_penalized,55,accessible,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Florida,Florida,Apartment,Unknown,Berkadia,Refinancing / Recapitalization,excluded,excluded financing-only article: bridge loan,Refinancing / Recapitalization,Mature / Operating,60,70,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Connect CRE South Florida,https://www.connectcre.com/stories/s-florida-ritz-carlton-developer-inks-401m-bridge-loan/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0060,150 apartments debut at 549 S. Harvard Blvd. in Koreatown,80,LC-20260530-028,art_da529bee74e42944,valid,Development Activity,,acceptable_repeat,78,accessible,150 apartments debut at 549 S. Harvard Blvd. in Koreatown,California,Koreatown,Affordable Housing,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,34,70,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,150 apartments debut at 549 S. Harvard Blvd. in Koreatown,Urbanize LA,https://la.urbanize.city/post/150-apartments-debut-549-s-harvard-blvd-koreatown,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0050,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",80,LC-20260530-029,art_aac28584f7614e52,valid,GP / Capital Activity,,acceptable_repeat,78,accessible,"Covina Apartments Trade on In-Place Cash Flow, Rental Upside",California,Unknown,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,34,70,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; 2026,"Covina Apartments Trade on In-Place Cash Flow, Rental Upside",Connect CRE,https://www.connectcre.com/stories/covina-apartments-trade-on-in-place-cash-flow-rental-upside/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0050,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",80,LC-20260530-038,art_ad040dd8d5af5489,suspicious_duplicate,Development Activity,GP / Capital Activity,repeat_penalized,50,accessible,"New Rendering For 650 Divisadero Street, San Francisco",California,Unknown,Apartment,Unknown,Unknown,Unknown Stage,approval_watch,matched entitlement,Unknown Stage,Reappearing,34,69,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Affordable / Density Bonus Strategy; 2026,"New Rendering For 650 Divisadero Street, San Francisco",SF YIMBY,https://sfyimby.com/2026/05/new-rendering-for-650-divisadero-street-san-francisco.html,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0109,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,LC-20260530-039,art_dbd4ef5859173dcf,valid,GP / Capital Activity,,acceptable_repeat,78,accessible,Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquisition Financing,Other / Unknown,Unknown,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Unknown,32,68,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquisition Financing,Yield PRO,https://yieldpro.com/2026/05/river-oaks-apartments-norfolk/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0050,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",80,LC-20260530-054,art_3fa929e9665efef9,valid,GP / Capital Activity,,acceptable_repeat,78,accessible,Disposition / Exit - California - Carlsbad Lifestyle Center Fetches $91M in Sale to 11North,California,California,General Residential,Unknown,JLL,Unknown Stage,excluded,excluded operating-asset disposition,Unknown Stage,Reappearing,32,67,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Carlsbad Lifestyle Center Fetches $91M in Sale to 11North,Connect CRE,https://www.connectcre.com/stories/carlsbad-lifestyle-center-fetches-91m-in-sale-to-11north/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0073,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260530-053,art_48986859dcaa29d2,valid,Development Activity,,acceptable_repeat,78,accessible,Disposition / Exit - Los Angeles - Metro breaks ground on North Hollywood - Pasadena BRT line,California,Los Angeles,General Residential,Unknown,Unknown,Unknown Stage,construction_delivery_watch,matched breaks ground,Unknown Stage,Reappearing,32,67,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Metro breaks ground on North Hollywood - Pasadena BRT line,Urbanize LA,https://la.urbanize.city/post/metro-breaks-ground-north-hollywood-pasadena-brt-line,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0081,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,LC-20260530-051,art_8c9207386c7ebe94,valid,Development Activity,GP / Capital Activity,acceptable_repeat,66,accessible,Acquisition - Sun Belt - Miami Apartments Trade for $109.9M,Sun Belt,Miami,Apartment,Unknown,Unknown,Vertical Construction,construction_delivery_watch,matched broke ground,Vertical Construction,Reappearing,19,67,Unknown Timing,Low,Low,Medium,Low,General monitoring,"Benchmark construction timeline, sponsor execution, and delivery risk",Vertical Construction; Construction started; Development Start; broke ground,Miami Apartments Trade for $109.9M,Connect CRE South Florida,https://www.connectcre.com/stories/miami-apartments-trade-for-109-9m/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0042,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,LC-20260530-055,art_fe54334ec3b83a18,valid,Development Activity,,repeat_penalized,55,accessible,General Project Signal - Sun Belt - Insignia Pursuing Embassy Row Redevelopment,Sun Belt,Atlanta,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,31,66,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Insignia Pursuing Embassy Row Redevelopment,Connect CRE Atlanta,https://www.connectcre.com/stories/insignia-pursuing-embassy-row-redevelopment/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0042,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,LC-20260530-065,art_254005ddeadd9f56,valid,Development Activity,,new_or_fresh,100,accessible,Insignia Pursuing Embassy Row Multifamily Mixed-Use Redevelopment in Atlanta,Sun Belt,Atlanta,Mixed-Use Residential,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,32,62,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Insignia Pursuing Embassy Row Multifamily Mixed-Use Redevelopment in Atlanta,Yield PRO,https://yieldpro.com/2026/05/embassy-row/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0042,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,LC-20260530-068,art_b9f4fec6ff1a59c0,valid,Development Activity,,repeat_penalized,55,accessible,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,Sun Belt,Atlanta,Apartment,Unknown,Unknown,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,30,61,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,Cambridge Properties Bringing New Life to Aging Charlotte Center,Connect CRE Charlotte,https://www.connectcre.com/stories/cambridge-properties-bringing-new-life-to-aging-center/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0042,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,LC-20260530-071,art_fe54334ec3b83a18,valid,Development Activity,,repeat_penalized,55,accessible,Insignia Pursuing Embassy Row Redevelopment,Sun Belt,Atlanta,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,31,60,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; 2026,Insignia Pursuing Embassy Row Redevelopment,Connect CRE Atlanta,https://www.connectcre.com/stories/insignia-pursuing-embassy-row-redevelopment/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0081,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,LC-20260530-045,art_f2aa7210fded1e3c,valid,GP / Capital Activity,,repeat_penalized,55,accessible,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Sun Belt,Miami,Apartment,Unknown,Berkadia,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,32,58,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0115,JV / Partnership - New York - IPA Arranges $27M Acquisition Loan for Apartment Community in D.C’s NoMa District,80,LC-20260530-050,art_1b2c5fd79ed909b2,valid,GP / Capital Activity,,repeat_penalized,48,accessible,JV / Partnership - New York - IPA Arranges $27M Acquisition Loan for Apartment Community in D.C’s NoMa District,New York,Southeast,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,32,58,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,IPA Arranges $27M Acquisition Loan for Apartment Community in D.C’s NoMa District,REBusiness Online,https://rebusinessonline.com/ipa-arranges-27m-acquisition-loan-for-apartment-community-in-d-cs-noma-district/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0111,General Project Signal - Sun Belt - Empire Group Starts Work on $170M Phoenix Apartment Tower,80,LC-20260530-049,art_216836fb3c56bcd4,valid,GP / Capital Activity,Market Intelligence,acceptable_repeat,70,accessible,General Project Signal - Sun Belt - Empire Group Starts Work on $170M Phoenix Apartment Tower,Sun Belt,Phoenix,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,32,57,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Empire Group Starts Work on $170M Phoenix Apartment Tower,Connect CRE Phoenix,https://www.connectcre.com/stories/empire-group-starts-work-on-170m-phoenix-apartment-tower/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0042,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,LC-20260530-082,art_0447996f7756bd32,valid,Article Feed,,acceptable_repeat,74,accessible,Portman Targeting Duluth for Mixed-Use Project,Sun Belt,Atlanta,Mixed-Use Residential,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Newly Detected,21,57,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,Portman Targeting Duluth for Mixed-Use Project,Connect CRE Atlanta,https://www.connectcre.com/stories/portman-targeting-duluth-for-mixed-use-project/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0076,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260530-081,,,,,,,,Scissor stairs may lower Washington multifamily building costs,Other / Unknown,Los Angeles,Multifamily,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,28,56,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Scissor stairs may lower Washington multifamily building costs,HousingWire,https://www.housingwire.com/articles/scissor-stairs-washington-costs/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0056,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,80,LC-20260530-060,art_577251798106bbfb,valid,Development Activity,GP / Capital Activity,acceptable_repeat,78,accessible,Acquisition - Florida - Aventon to Build 270-Unit Port Richey Rental Community,Florida,Florida,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,30,54,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Aventon to Build 270-Unit Port Richey Rental Community,Connect CRE Apartments,https://www.connectcre.com/stories/aventon-to-build-270-unit-port-richey-rental-community/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0131,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,LC-20260530-059,art_3d0a17b77c17402f,valid,Development Activity,,new_or_fresh,100,accessible,Development Start - Other / Unknown - CJM Development Completes 168-Unit Utah Multifamily Affordable Housing Community,Unknown,Unknown,Affordable Housing,Unknown,Unknown,Vertical Construction,construction_delivery_watch,matched broke ground,,Reappearing,20,54,Unknown Timing,Low,Low,Medium,Low,General monitoring,"Benchmark construction timeline, sponsor execution, and delivery risk",Vertical Construction; Construction started; Affordable / Density Bonus Strategy; broke ground,CJM Development Completes 168-Unit Utah Multifamily Affordable Housing Community,Yield PRO,https://yieldpro.com/2026/05/homestead-landing-apartments/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0042,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,LC-20260530-061,art_8c96de4ff1ebee0a,valid,GP / Capital Activity,,repeat_penalized,55,accessible,Disposition / Exit - Sun Belt - Eaton Vance Picks Charlotte Rental Community for $65.8M,Sun Belt,Atlanta,Apartment,Unknown,JLL,Unknown Stage,excluded,excluded operating-asset disposition,Unknown Stage,Reappearing,32,53,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Eaton Vance Picks Charlotte Rental Community for $65.8M,Connect CRE Charlotte,https://www.connectcre.com/stories/eaton-vance-picks-charlotte-rental-community-for-65-8m/,Medium
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0111,General Project Signal - Sun Belt - Empire Group Starts Work on $170M Phoenix Apartment Tower,80,LC-20260530-063,art_8206d75fb8818e83,valid,Market Intelligence,,repeat_penalized,55,accessible,BTR / Build-to-Rent - Sun Belt - Work Begins on 94-Unit Scottsdale Luxury BTR Community,Sun Belt,Phoenix,BTR / Single-Family Rental,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,31,53,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Work Begins on 94-Unit Scottsdale Luxury BTR Community,Connect CRE Phoenix,https://www.connectcre.com/stories/work-begins-on-94-unit-luxury-btr-community/,Medium
