run_date,run_id,canonical_project_id,canonical_project_name,market,submarket,residential_sector,gp_or_developer,first_seen_date,last_seen_date,observation_count,source_count,lifecycle_stage_history,latest_lifecycle_stage,highest_opportunity_score,highest_risk_score,entitlement_signal_count,timing_signal_count,financing_signal_count,distress_signal_count,relationship_edge_count,progression_status,stall_risk_label,persistent_asset_score,woomi_asset_watch_priority,recommended_asset_memory_follow_up
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0025,Investor Pays $23.5M For Two Apartment Multifamily Portfolio in Northern California,California,Unknown,Apartment,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,75,40,0,0,0,0,0,Newly Detected,Low Stall Risk,48,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0028,Eldercare facility approved for site at 5353 N. Del Moreno Dr. in Woodland Hills,Los Angeles / California,Los Angeles,Senior Housing,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,80,26,0,0,0,0,0,Newly Detected,Low Stall Risk,48,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0027,Entitlement / Permitting - Los Angeles / California - Eldercare facility approved for site at 5353 N. Del Moreno Dr. in Woodland Hills,California,Los Angeles,Senior Housing,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,80,26,1,0,0,0,0,Newly Detected,Low Stall Risk,48,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0046,General Project Signal - Atlanta / Georgia - Atlanta Developer Plans $343M Mixed-Use Project In Downtown Durham,Atlanta / Georgia,Unknown,Affordable Housing,Unknown,2026-09-01,2026-09-01,8,2,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,48,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0049,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,Other / Unknown,Los Angeles,Affordable Housing,Unknown,2026-09-01,2026-09-01,5,2,,Unknown Stage,0,0,1,0,0,0,0,Newly Detected,Unknown,48,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0013,"Disposition / Exit - San Francisco / California - Renderings Revealed For 3300 Geary Boulevard, San Francisco",Unknown,San Francisco,Apartment,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,70,31,0,0,0,0,0,Newly Detected,Low Stall Risk,46,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0012,"Renderings Revealed For 3300 Geary Boulevard, San Francisco",San Francisco / California,Unknown,Apartment,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,70,31,0,0,0,0,0,Newly Detected,Low Stall Risk,46,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0030,Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown,Los Angeles / California,Koreatown,Affordable Housing,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,75,26,0,0,0,0,0,Newly Detected,Low Stall Risk,46,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0003,Affordable housing starts to rise at 216 S. Avenue 24 in Lincoln Heights,Los Angeles / California,Lincoln Heights,Affordable Housing,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,75,26,0,0,0,0,0,Newly Detected,Low Stall Risk,46,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0070,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,California,Costa Mesa,Apartment,Unknown,2026-09-01,2026-09-01,2,2,Unknown Stage,Unknown Stage,37,29,0,0,0,0,0,Unknown,Low Stall Risk,45,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0006,Rendering vs. Reality: Torrance's Gable House Apartments,California,Los Angeles,Affordable Housing,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,73,23,0,0,0,0,0,Newly Detected,Unknown,45,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0077,Entitlement / Permitting - Los Angeles / California - Rendering vs. Reality: Mixed-use complex at 3900 S. Figueroa St. in Expo Park,California,Georgia,Student Housing,Unknown,2026-09-01,2026-09-01,2,2,Unknown Stage,Unknown Stage,42,14,2,0,0,0,0,Newly Detected,Unknown,45,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0142,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,Other / Unknown,Unknown,Multifamily,Unknown,2026-09-01,2026-09-01,32,4,,Unknown Stage,0,0,0,32,4,1,0,Newly Detected,Unknown,45,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0109,Refinancing - Miami / Florida - Investor Team Scores $53.5M Refi on Doral Center Offices,Miami / Florida,Unknown,General Residential,CBRE,2026-09-01,2026-09-01,7,4,,Unknown Stage,0,0,0,0,4,1,4,Newly Detected,Unknown,45,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0123,Refinancing - New York City / New York - JLL Provides $69.5M Agency Loan for Refinancing of Manhattan Apartment Building,New York City / New York,Unknown,Affordable Housing,JLL,2026-09-01,2026-09-01,7,4,,Unknown Stage,0,0,0,0,7,1,4,Newly Detected,Unknown,45,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0033,"CEQA Exemption For 741 South Winchester Boulevard, San Jose",California,Unknown,Apartment,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,60,43,1,0,0,0,0,Newly Detected,Low Stall Risk,44,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0015,Rendering vs. Reality: Mixed-use complex at 3900 S. Figueroa St. in Expo Park,Los Angeles / California,Los Angeles,Student Housing,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,70,18,0,0,0,0,0,Newly Detected,Unknown,44,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0151,"Disposition / Exit - San Francisco / California - Renderings Revealed For 3300 Geary Boulevard, San Francisco",Unknown,San Francisco,Apartment,Unknown,2026-09-01,2026-09-01,2,2,Unknown Stage,Unknown Stage,40,14,0,0,0,0,0,Newly Detected,Unknown,44,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0098,Disposition / Exit - Atlanta / Georgia - Cortland Sells West Palm Apartments For $208M: The South Florida Deal Sheet,Other / Unknown,Los Angeles,Apartment,Fairfield Residential,2026-09-01,2026-09-01,5,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,44,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0119,Disposition / Exit - National - Cushman & Wakefield Brokers $7.275M Sale of Fully Leased Rochester Minnesota Apartment Com...,National,Unknown,Apartment,Unknown,2026-09-01,2026-09-01,5,3,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,42,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0144,General Project Signal - Phoenix / Arizona - JPI Adding 397 Apartments to City North Development,Phoenix / Arizona,Unknown,Mixed-Use Residential,JPI,2026-09-01,2026-09-01,5,3,,Unknown Stage,0,0,0,0,0,0,3,Newly Detected,Unknown,42,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0164,JV / Partnership - Sun Belt - Charlotte Multifamily Formerly Destroyed by Fire and Rebuilt in Sells for Nearly $500K Per...,Sun Belt,Unknown,Apartment,Mill Creek Residential,2026-09-01,2026-09-01,6,3,,Unknown Stage,0,0,0,0,0,0,4,Newly Detected,Unknown,42,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0154,Entitlement / Permitting - Santa Monica / California - 12-story residential building pitched for 1517 15th St. in Santa Monica,Other / Unknown,Los Angeles,Affordable Housing,Unknown,2026-09-01,2026-09-01,3,3,,Unknown Stage,0,0,3,0,0,0,0,Newly Detected,Unknown,40,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0165,"Refinancing - Other / Unknown - CBRE Arranges $11M Refinancing for Grandview Square Office Building in Edina, Minnesota",Unknown,Unknown,General Residential,CBRE,2026-09-01,2026-09-01,2,2,Refinancing / Recapitalization,Refinancing / Recapitalization,50,28,0,0,2,0,0,Newly Detected,Low Stall Risk,39,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0171,General Project Signal - Virginia - FCP Provides $22M Preferred Equity for 305-Unit Multifamily Development in Church Falls Vi...,Virginia,Unknown,Apartment,Unknown,2026-09-01,2026-09-01,4,4,,Unknown Stage,0,0,0,0,0,1,0,Newly Detected,Unknown,39,General Asset Monitoring,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0008,"FRP, Woodfield Begin Work on Expansive Estero Development",Miami / Florida,Unknown,Mixed-Use Residential,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,67,29,0,0,0,0,0,Newly Detected,Low Stall Risk,34,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0035,Charlotte Multifamily Formerly Destroyed by Fire and Rebuilt in Sells for Nearly $500K Per Unit,Sun Belt,Charlotte,Apartment,MAA,2026-09-01,2026-09-01,1,1,,Unknown Stage,63,26,0,0,0,0,0,Newly Detected,Low Stall Risk,33,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0040,Marcus & Millichap Arranges Sale of Multifamily Property in Washington DC,Washington DC,Bellevue,Multifamily,Marcus & Millichap,2026-09-01,2026-09-01,1,1,,Unknown Stage,65,22,0,0,0,0,0,Newly Detected,Unknown,33,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0051,Marcus & Millichap Arranges Sale of Multifamily Property in Washington DC,Washington DC,Bellevue,Multifamily,Marcus & Millichap,2026-09-01,2026-09-01,2,2,Unknown Stage,Unknown Stage,34,12,0,0,0,0,0,Newly Detected,Unknown,32,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0065,Charlotte Multifamily Formerly Destroyed by Fire and Rebuilt in Sells for Nearly $500K Per Unit,Sun Belt,Charlotte,Apartment,MAA,2026-09-01,2026-09-01,2,2,Site Acquisition / Site Control,Site Acquisition / Site Control,34,11,0,0,0,0,0,Newly Detected,No Clear Stall Risk,32,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0024,"Condyne Capital Receives Approval for Office-to-Residential Conversion Project in Windsor, Connecticut",Connecticut,Unknown,Office-to-Residential Conversion,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,59,25,0,0,0,0,0,Newly Detected,Low Stall Risk,31,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0133,Drew Capital Secures $70M in Financing for 216-Unit Residential Multifamily High-Rise Tower Cosmo 440 in Newark New Jersey,Other / Unknown,Unknown,Multifamily,Drew Capital,2026-09-01,2026-09-01,2,2,Unknown Stage,Unknown Stage,32,12,0,0,0,0,0,Newly Detected,Unknown,31,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0166,General Project Signal - Other / Unknown - Drew Capital Secures $70M in Financing for 216-Unit Residential Multifamily High-Rise Towe...,Unknown,Unknown,Multifamily,IPA,2026-09-01,2026-09-01,2,2,Unknown Stage,Unknown Stage,32,12,0,0,0,0,0,Newly Detected,Unknown,31,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0078,Entitlement / Permitting - Los Angeles / California - Rendering vs. Reality: Mixed-use complex at 3900 S. Figueroa St. in Expo Park,Los Angeles / California,Georgia,Student Housing,Unknown,2026-09-01,2026-09-01,2,2,,Unknown Stage,0,0,2,0,0,0,0,Newly Detected,Unknown,30,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0153,Entitlement / Permitting - Santa Monica / California - 12-story residential building pitched for 1517 15th St. in Santa Monica,Santa Monica / California,Unknown,Affordable Housing,Unknown,2026-09-01,2026-09-01,2,2,,Unknown Stage,0,0,2,0,0,0,0,Newly Detected,Unknown,30,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0155,Entitlement / Permitting - Santa Monica / California - 12-story residential building pitched for 1517 15th St. in Santa Monica,Santa Monica / California,Santa Monica,Affordable Housing,Unknown,2026-09-01,2026-09-01,2,2,,Unknown Stage,0,0,2,0,0,0,0,Newly Detected,Unknown,30,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0018,Drew Capital Secures $70M in Financing for 216-Unit Residential Multifamily High-Rise Tower Cosmo 440 in Newark New Jersey,Other / Unknown,Unknown,Multifamily,Drew Capital,2026-09-01,2026-09-01,1,1,,Unknown Stage,54,21,0,0,0,0,0,Newly Detected,Unknown,29,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0152,12-story residential building pitched for 1517 15th St. in Santa Monica,Santa Monica / California,Unknown,General Residential,Entitlement / Permitting - Santa Monica / California - 12-story residential building pitched for 1517 15th St. in Santa Monica,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0031,Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown,Other / Unknown,Los Angeles,Affordable Housing,Unknown,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0004,Affordable housing starts to rise at 216 S. Avenue 24 in Lincoln Heights,Other / Unknown,Los Angeles,Affordable Housing,Unknown,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0038,Affordable housing topped off at 8911 Ramsgate Ave. in Westchester,Other / Unknown,Los Angeles,Affordable Housing,Unknown,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0044,Atlanta Developer Plans $343M Mixed-Use Project In Downtown Durham,Atlanta / Georgia,Unknown,General Residential,General Project Signal - Atlanta / Georgia - Atlanta Developer Plans $343M Mixed-Use Project In Downtown Durham,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0101,Construction Financing - California - CedarSt Lands $80M for San Diego Multifamily Project,Other / Unknown,Los Angeles,Apartment,JLL,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,2,0,0,0,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0089,Eldercare facility approved for site at 5353 N. Del Moreno Dr. in Woodland Hills,Los Angeles / California,Unknown,General Residential,Entitlement / Permitting - Los Angeles / California - Eldercare facility approved for site at 5353 N. Del Moreno Dr. in Woodland Hills,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0029,Eldercare facility approved for site at 5353 N. Del Moreno Dr. in Woodland Hills,Other / Unknown,Los Angeles,Senior Housing,Unknown,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0055,Investor Pays $23.5M For Two Apartment Multifamily Portfolio in Northern California,California,Unknown,General Residential,Disposition / Exit - California - Investor Pays $23.5M For Two Apartment Multifamily Portfolio in Northern California,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0045,JLB Pursuing Buckhead Office-to-Apartments Conversion,Atlanta / Georgia,Unknown,General Residential,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0091,"Origins of California's housing crisis, L.A. Live air taxis, and more",Los Angeles / California,Unknown,General Residential,"General Project Signal - Los Angeles / California - Origins of California's housing crisis, L.A. Live air taxis, and more",2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0041,ParkProperty Acquires 280-Unit Buckhead Apartment Community,Atlanta / Georgia,Unknown,General Residential,Acquisition - Atlanta / Georgia - ParkProperty Acquires 280-Unit Buckhead Apartment Community,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0093,Priority Capital Advisory Arranges $13.6M Bridge Loan for Refinancing of Los Angeles Multifamily Property,Los Angeles / California,Unknown,General Residential,Refinancing - Los Angeles / California - Priority Capital Advisory Arranges $13.6M Bridge Loan for Refinancing of Los Angeles Multi...,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,2,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0090,Rendering vs. Reality: Mixed-use complex at 3900 S. Figueroa St. in Expo Park,Los Angeles / California,Unknown,General Residential,Entitlement / Permitting - Los Angeles / California - Rendering vs. Reality: Mixed-use complex at 3900 S. Figueroa St. in Expo Park,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0016,Rendering vs. Reality: Mixed-use complex at 3900 S. Figueroa St. in Expo Park,Other / Unknown,Los Angeles,Student Housing,Unknown,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0148,"Renderings Revealed For 3300 Geary Boulevard, San Francisco",San Francisco / California,Unknown,General Residential,"Disposition / Exit - San Francisco / California - Renderings Revealed For 3300 Geary Boulevard, San Francisco",2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0011,"Renderings Revealed For 3300 Geary Boulevard, San Francisco",Other / Unknown,Los Angeles,Apartment,Unknown,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0042,Saratoga Capital Pays $98.4M at Auction for Atlanta Apartment Community,Atlanta / Georgia,Unknown,General Residential,Acquisition - Atlanta / Georgia - Saratoga Capital Pays $98.4M at Auction for Atlanta Apartment Community,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0001,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,California,Costa Mesa,Apartment,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,15,0,0,0,0,0,0,Newly Detected,Unknown,24,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0021,JLB Pursuing Buckhead Office-to-Apartments Conversion,Atlanta / Georgia,Atlanta,Apartment,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,13,0,0,0,0,0,0,Newly Detected,Unknown,24,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0162,General Project Signal - Miami / Florida - Miami-Dade Public Agency Advancing $126.4M Affordable Housing Project,Miami / Florida,South Florida,Apartment,Unknown,2026-09-01,2026-09-01,3,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,22,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0124,Acquisition - New York City / New York - Manhattan Condo Site Changes Hands for $34M,New York City / New York,Unknown,Apartment,Unknown,2026-09-01,2026-09-01,2,2,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0087,Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown,Los Angeles / California,Unknown,General Residential,Entitlement / Permitting - Los Angeles / California - Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0086,Affordable housing starts to rise at 216 S. Avenue 24 in Lincoln Heights,Los Angeles / California,Unknown,General Residential,Development Start - Los Angeles / California - Affordable housing starts to rise at 216 S. Avenue 24 in Lincoln Heights,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0088,Affordable housing topped off at 8911 Ramsgate Ave. in Westchester,Los Angeles / California,Unknown,General Residential,Entitlement / Permitting - Los Angeles / California - Affordable housing topped off at 8911 Ramsgate Ave. in Westchester,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0034,"CEQA Exemption For 741 South Winchester Boulevard, San Jose",Other / Unknown,Los Angeles,Apartment,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,1,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0158,"Community Roots Housing, Kids Co. Launch Buildout of Learning Center at Seattle Housing Development",Other / Unknown,Los Angeles,Affordable Housing,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0002,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,Other / Unknown,Los Angeles,Apartment,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0100,Disposition / Exit - Dallas / Texas - Institutional Property Advisors Closes 456-Unit Multifamily Asset Sale in Suburban Dallas-...,Other / Unknown,Los Angeles,Multifamily,IPA,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0150,"Disposition / Exit - San Francisco / California - Renderings Revealed For 3300 Geary Boulevard, San Francisco",San Francisco / California,San Francisco,Apartment,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0095,Entitlement / Permitting - Los Angeles / California - Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown,Other / Unknown,Los Angeles / California,Affordable Housing,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,1,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0079,Entitlement / Permitting - Los Angeles / California - Rendering vs. Reality: Mixed-use complex at 3900 S. Figueroa St. in Expo Park,Other / Unknown,Georgia,Student Housing,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,1,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0009,"FRP, Woodfield Begin Work on Expansive Estero Development",Other / Unknown,Los Angeles,Mixed-Use Residential,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0026,Investor Pays $23.5M For Two Apartment Multifamily Portfolio in Northern California,Other / Unknown,Los Angeles,Apartment,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0022,JLB Pursuing Buckhead Office-to-Apartments Conversion,Other / Unknown,Los Angeles,Apartment,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0057,Notable multifamily policy and legal moves from this summer,California,Unknown,General Residential,Entitlement / Permitting - California - Notable multifamily policy and legal moves from this summer,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0102,Priority Capital Advisory Arranges $13.6M Bridge Loan for Refinancing of Los Angeles Multifamily Property,Other / Unknown,Los Angeles,Student Housing,Priority Capital Advisory,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,1,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
