run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,canonical_article_id,article_integrity_status,primary_display_section,secondary_display_sections,repeat_exposure_status,freshness_score,access_status,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0065,General Project Signal - Dallas / Texas - IPA Capital Markets Arranges $40.3M Financing for 312-Unit Multifamily Apartment Community...,100,2026-09-04 00:49:55,art_2c1517d708964491,valid,Development Activity,GP / Capital Activity; Market Intelligence,new_or_fresh,100,open,General Project Signal - Dallas / Texas - IPA Capital Markets Arranges $40.3M Financing for 312-Unit Multifamily Apartment Community...,General Project Signal,Apartment,Apartment,Dallas / Texas,Dallas,Unknown,IPA,IPA,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,,$40.3M; $40.3 million; $40.3m,$40.3M,,,,,,,,,67,Useful Deal Signal,Capital market signal,IPA Capital Markets Arranges $40.3M Financing for 312-Unit Multifamily Apartment Community Birwood Heights in San Antonio,Yield PRO,https://yieldpro.com/2026/09/birwood-heights/,100,DFP-892F21E82A,80,General Project Signal - General Project Signal - Dallas / Texas - IPA Capital Markets Arranges $40.3M Financing for 312-Unit Multifamily Apartment Community...,General Project Signal - IPA - Los Angeles,DCL-20260904-028,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0148,Construction Financing - Riverside / California - Lender Group Provides $74.7M Loan for Riverside Townhome Community,80,2026-09-04 00:49:55,art_ab9506b88d7e569c,valid,Development Activity,GP / Capital Activity,acceptable_repeat,74,open,Construction Financing - Riverside / California - Lender Group Provides $74.7M Loan for Riverside Townhome Community,Construction Financing,Apartment,Apartment,Riverside / California,Riverside,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,California,,$74.7M; $74.7M; $74.7 million,$74.7M,,,,,,,,,65,Useful Deal Signal,Capital market signal,Lender Group Provides $74.7M Loan for Riverside Townhome Community,Connect CRE California,https://www.connectcre.com/stories/lender-group-provides-74-7m-loan-for-riverside-townhome-community/,100,DFP-6849BC51ED,65,Construction Financing - Construction Financing - Riverside / California - Lender Group Provides $74.7M Loan for Riverside Townhome Community,Construction Financing - Unknown - California,DCL-20260904-029,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0061,JV / Partnership - California - MBK Rental Living Sells Luxury Apartment Community In Central Orange,80,2026-09-04 00:49:55,art_25799cadb9f706cd,valid,Development Activity,GP / Capital Activity,acceptable_repeat,74,open,Disposition / Exit - California - Ridge Capital Offloads Two Ukiah Apartment Complexes,Disposition / Exit,Apartment,Apartment,California,California,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,California,,$23.5 million; $23.5 million,,,,,,,,,,65,Useful Deal Signal,Entitlement / zoning watch,Ridge Capital Offloads Two Ukiah Apartment Complexes,Connect CRE California,https://www.connectcre.com/stories/ridge-capital-offloads-two-ukiah-apartment-complexes/,89,DFP-98E0135DF7,65,Disposition / Exit - Disposition / Exit - California - Ridge Capital Offloads Two Ukiah Apartment Complexes,Disposition / Exit - Unknown - California,DCL-20260904-030,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0088,Entitlement / Permitting - Los Angeles / California - Construction begins for mixed-use project at 11905 Wilshire Blvd. in Brentwood,80,2026-09-04 00:49:55,art_d0dad55e482f6f74,valid,Development Activity,Market Intelligence,acceptable_repeat,62,access_limited,Entitlement / Permitting - Los Angeles / California - Construction begins for mixed-use project at 11905 Wilshire Blvd. in Brentwood,Entitlement / Permitting,Mixed-Use Residential,Affordable Housing,Los Angeles / California,Los Angeles / California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,81 apartments,,,,,,,,,,permit,65,Useful Deal Signal,Entitlement / zoning watch,Construction begins for mixed-use project at 11905 Wilshire Blvd. in Brentwood,Urbanize LA,https://la.urbanize.city/post/construction-begins-mixed-use-project-11905-wilshire-blvd-brentwood,100,DFP-45284AA593,65,Entitlement / Permitting - Entitlement / Permitting - Los Angeles / California - Construction begins for mixed-use project at 11905 Wilshire Blvd. in Brentwood,Entitlement / Permitting - Unknown - Los Angeles,DCL-20260904-031,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0063,Refinancing - Sun Belt - Dwight Investment Management Supplies $115M Refi on Charlotte Apartments,80,2026-09-04 00:49:55,art_f063af4bbfde60c8,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Refinancing - Sun Belt - Dwight Investment Management Supplies $115M Refi on Charlotte Apartments,Refinancing,Mixed-Use Residential,Mixed-Use Residential,Sun Belt,Charlotte,Sun Belt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,$115M; $115M; $115m,$115M,,,,,,,opened,,65,Useful Deal Signal,Capital market signal,Dwight Investment Management Supplies $115M Refi on Charlotte Apartments,Commercial Observer,https://commercialobserver.com/2026/09/dwight-investment-management-charlotte-apartments/,100,DFP-0063144B1C,65,Refinancing - Refinancing - Sun Belt - Dwight Investment Management Supplies $115M Refi on Charlotte Apartments,Refinancing - Unknown - Sun Belt,DCL-20260904-032,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0049,"Acquisition - Austin / Texas - Newmark Arranges Sale of 1,027-Unit Multifamily Portfolio in North Austin",80,2026-09-04 00:49:55,art_541d92a9b33bd719,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,"Acquisition - Austin / Texas - Newmark Arranges Sale of 1,027-Unit Multifamily Portfolio in North Austin",Acquisition,Apartment,Apartment,Austin / Texas,Austin,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,"1,027 units",,,,,,,,,,,63,Useful Deal Signal,Underwriting benchmark,"Newmark Arranges Sale of 1,027-Unit Multifamily Portfolio in North Austin",REBusiness Online,https://rebusinessonline.com/newmark-arranges-sale-of-1027-unit-multifamily-portfolio-in-north-austin/,94,DFP-7EDE24750A,65,"Acquisition - Acquisition - Austin / Texas - Newmark Arranges Sale of 1,027-Unit Multifamily Portfolio in North Austin",Acquisition - Unknown - Sun Belt,DCL-20260904-033,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0157,Construction Financing - Miami / Florida - Shoma Group Obtains $172.5M C-PACE Loan for North Bay Village Development,80,2026-09-04 00:49:55,art_ca084cdf62eb0138,valid,Development Activity,GP / Capital Activity,acceptable_repeat,78,open,Construction Financing - Miami / Florida - Shoma Group Obtains $172.5M C-PACE Loan for North Bay Village Development,Construction Financing,Mixed-Use Residential,Mixed-Use Residential,Miami / Florida,South Florida,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,$172.5M; $172.5M; $172.5 million,$172.5M,,,,,,,,,63,Useful Deal Signal,Capital market signal,Shoma Group Obtains $172.5M C-PACE Loan for North Bay Village Development,Connect CRE South Florida,https://www.connectcre.com/stories/shoma-group-obtains-172-5m-c-pace-loan-for-north-bay-village-development/,93,DFP-80DC7D87BE,65,Construction Financing - Construction Financing - Miami / Florida - Shoma Group Obtains $172.5M C-PACE Loan for North Bay Village Development,Construction Financing - Unknown - Sun Belt,DCL-20260904-034,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0043,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,80,2026-09-04 00:49:55,art_a35cfaeaf74c9f1d,valid,Development Activity,GP / Capital Activity,new_or_fresh,88,access_limited,Acquisition - Atlanta / Georgia - Passco Sells Buckhead Apartment Complex: The Atlanta Deal Sheet,Acquisition,Apartment,Apartment,Atlanta / Georgia,Atlanta,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,,$87.5M; $106.4M; $87.5m,,$87.5M,,,,,,,,61,Useful Deal Signal,Pricing benchmark,Passco Sells Buckhead Apartment Complex: The Atlanta Deal Sheet,Bisnow,https://www.bisnow.com/news/atlanta/deal-sheet/passco-sells-buckhead-apartment-complex-the-atlanta-deal-sheet,90,DFP-3DE19D6D82,65,Acquisition - Acquisition - Atlanta / Georgia - Passco Sells Buckhead Apartment Complex: The Atlanta Deal Sheet,Acquisition - Unknown - Los Angeles,DCL-20260904-035,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0068,Disposition / Exit - West Palm Beach / Florida - Fairfield buys West Palm Beach property,80,2026-09-04 00:49:55,art_bfc27ff6836261ed,valid,Development Activity,GP / Capital Activity,acceptable_repeat,70,open,Disposition / Exit - West Palm Beach / Florida - Fairfield buys West Palm Beach property,Disposition / Exit,Apartment,Apartment,West Palm Beach / Florida,Florida,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,West Palm Beach / Florida,,$208 million; $208 million,,,,,,,,,,61,Useful Deal Signal,Underwriting benchmark,Fairfield buys West Palm Beach property,Multifamily Dive,https://www.multifamilydive.com/news/fairfield-cortland-apartment-transaction-florida-apartments/829200/,100,DFP-F8FEE9479F,65,Disposition / Exit - Disposition / Exit - West Palm Beach / Florida - Fairfield buys West Palm Beach property,Disposition / Exit - Unknown - West Palm Beach / Florida,DCL-20260904-036,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0141,General Project Signal - Phoenix / Arizona - JPI Adding 397 Apartments to City North Development,100,2026-09-04 00:49:55,art_a194ca4cce54e103,valid,Development Activity,,acceptable_repeat,70,open,General Project Signal - Phoenix / Arizona - JPI Adding 397 Apartments to City North Development,General Project Signal,Mixed-Use Residential,Mixed-Use Residential,Phoenix / Arizona,Phoenix,Unknown,JPI,JPI,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,397 Apartments,,,,,,,,,,,60,Useful Deal Signal,Underwriting benchmark,JPI Adding 397 Apartments to City North Development,Connect CRE Phoenix,https://www.connectcre.com/stories/jpi-adding-397-apartments-to-city-north-development/,79,DFP-F398F93F29,80,General Project Signal - General Project Signal - Phoenix / Arizona - JPI Adding 397 Apartments to City North Development,General Project Signal - JPI - Sun Belt,DCL-20260904-037,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0124,"Acquisition - New York - Adirondack Capital Partners Arranges $10.1M Sale of Office Complex in Albany, New York",80,2026-09-04 00:49:55,art_f9b30d094d622103,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,"Acquisition - New York - Adirondack Capital Partners Arranges $10.1M Sale of Office Complex in Albany, New York",Acquisition,Apartment,Apartment,New York,New York,New York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New York,,$10.1M; $10.1M; $10.1 million,,$10.1M,,,,,,,,58,Monitor,Pricing benchmark,"Adirondack Capital Partners Arranges $10.1M Sale of Office Complex in Albany, New York",REBusiness Online,https://rebusinessonline.com/adirondack-capital-partners-arranges-10-1m-sale-of-office-complex-in-albany-new-york/,80,DFP-D11B7C8211,65,"Acquisition - Acquisition - New York - Adirondack Capital Partners Arranges $10.1M Sale of Office Complex in Albany, New York",Acquisition - Unknown - New York,DCL-20260904-038,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0043,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,80,2026-09-04 00:49:55,art_1d52cfb4e6bbc0bc,valid,Development Activity,Market Intelligence,repeat_penalized,5,open,Acquisition - Atlanta / Georgia - Saratoga Capital Pays $98.4M at Auction for Atlanta Apartment Community,Acquisition,Apartment,Apartment,Atlanta / Georgia,Atlanta,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,,$98.4M; $98.4M; $98.4 million,,$98.4M,,,,,,,,57,Monitor,Pricing benchmark,Saratoga Capital Pays $98.4M at Auction for Atlanta Apartment Community,Connect CRE Atlanta,https://www.connectcre.com/stories/saratoga-capital-pays-98-4m-at-auction-for-atlanta-apartment-community/,77,DFP-A08AB61ECF,65,Acquisition - Acquisition - Atlanta / Georgia - Saratoga Capital Pays $98.4M at Auction for Atlanta Apartment Community,Acquisition - Unknown - Los Angeles,DCL-20260904-039,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0122,General Project Signal - New York - Merchants Capital Secures $138M+for 296-Unit Multifamily Mixed-Use Development in White Pl...,100,2026-09-04 00:49:55,art_417a7e2af1e7a454,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,General Project Signal - New York - Merchants Capital Secures $138M+for 296-Unit Multifamily Mixed-Use Development in White Pl...,General Project Signal,BTR / Single-Family Rental,Mixed-Use Residential,New York,New York,New York,Merchants Capital,Merchants Capital,Unknown,Unknown,Unknown,Unknown,Unknown,New York,,$138M; $138 million; $138m,$138M,,,,,,,,,56,Monitor,Capital market signal,Merchants Capital Secures $138M+for 296-Unit Multifamily Mixed-Use Development in White Plains New York,Yield PRO,https://yieldpro.com/2026/09/north-white-plains/,69,DFP-4C008BE4CE,80,General Project Signal - General Project Signal - New York - Merchants Capital Secures $138M+for 296-Unit Multifamily Mixed-Use Development in White Pl...,General Project Signal - Merchants Capital - New York,DCL-20260904-040,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0088,Entitlement / Permitting - Los Angeles / California - Construction begins for mixed-use project at 11905 Wilshire Blvd. in Brentwood,80,2026-09-04 00:49:55,art_cae34892f99cf4bf,valid,Development Activity,Market Intelligence,acceptable_repeat,62,access_limited,Development Start - Los Angeles / California - Rendering vs. Reality: Affordable housing at 1201 N. Detroit St. in West Hollywood,Development Start,Affordable Housing,Affordable Housing,Los Angeles / California,Los Angeles / California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,,,,,,,,,,broke ground,,55,Monitor,Pipeline / supply signal,Rendering vs. Reality: Affordable housing at 1201 N. Detroit St. in West Hollywood,Urbanize LA,https://la.urbanize.city/post/rendering-vs-reality-affordable-housing-1201-n-detroit-st-west-hollywood,100,DFP-D1AD1081FB,55,Development Start - Development Start - Los Angeles / California - Rendering vs. Reality: Affordable housing at 1201 N. Detroit St. in West Hollywood,Development Start - Unknown - Los Angeles,DCL-20260904-041,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0088,Entitlement / Permitting - Los Angeles / California - Construction begins for mixed-use project at 11905 Wilshire Blvd. in Brentwood,80,2026-09-04 00:49:55,art_f135be59a4a12655,valid,Development Activity,,new_or_fresh,88,access_limited,Entitlement / Permitting - Los Angeles / California - Affordable housing under construction at 14243 Sylvan St. in Van Nuys,Entitlement / Permitting,Affordable Housing,Affordable Housing,Los Angeles / California,Los Angeles / California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,,,,,,,,,,,permitting,55,Monitor,Entitlement / zoning watch,Affordable housing under construction at 14243 Sylvan St. in Van Nuys,Urbanize LA,https://la.urbanize.city/post/affordable-housing-under-construction-14243-sylvan-st-van-nuys,100,DFP-18D838BFC7,55,Entitlement / Permitting - Entitlement / Permitting - Los Angeles / California - Affordable housing under construction at 14243 Sylvan St. in Van Nuys,Entitlement / Permitting - Unknown - Los Angeles,DCL-20260904-042,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0157,Construction Financing - Miami / Florida - Shoma Group Obtains $172.5M C-PACE Loan for North Bay Village Development,80,2026-09-04 00:49:55,art_6a88cd14fba9d49a,valid,Development Activity,GP / Capital Activity,acceptable_repeat,74,open,General Project Signal - Miami / Florida - Terra Lands $245M Financing for Newly Completed Upland Park Development,General Project Signal,Mixed-Use Residential,Mixed-Use Residential,Miami / Florida,South Florida,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,$245M; $245M; $245 million,$245M,,,,,,,Completed,,55,Monitor,Capital market signal,Terra Lands $245M Financing for Newly Completed Upland Park Development,Connect CRE South Florida,https://www.connectcre.com/stories/terra-lands-245m-financing-for-newly-completed-upland-park-development/,100,DFP-400D7D3AFF,65,General Project Signal - General Project Signal - Miami / Florida - Terra Lands $245M Financing for Newly Completed Upland Park Development,General Project Signal - Unknown - Sun Belt,DCL-20260904-043,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0157,Construction Financing - Miami / Florida - Shoma Group Obtains $172.5M C-PACE Loan for North Bay Village Development,80,2026-09-04 00:49:55,art_1121037fb255a4c0,valid,Development Activity,,repeat_penalized,58,open,General Project Signal - Miami / Florida - Miami-Dade Public Agency Advancing $126.4M Affordable Housing Project,General Project Signal,Affordable Housing,Affordable Housing,Miami / Florida,South Florida,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,$126.4M; $126.4M; $126.4m,$126.4m,,,,,,,,,54,Monitor,Capital market signal,Miami-Dade Public Agency Advancing $126.4M Affordable Housing Project,Connect CRE South Florida,https://www.connectcre.com/stories/miami-dade-public-agency-advancing-126-4-affordable-housing-project/,96,DFP-84203AE177,65,General Project Signal - General Project Signal - Miami / Florida - Miami-Dade Public Agency Advancing $126.4M Affordable Housing Project,General Project Signal - Unknown - Sun Belt,DCL-20260904-044,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0061,JV / Partnership - California - MBK Rental Living Sells Luxury Apartment Community In Central Orange,80,2026-09-04 00:49:55,art_969966df1067efb7,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,JV / Partnership - California - MBK Rental Living Sells Luxury Apartment Community In Central Orange,JV / Partnership,Apartment,Apartment,California,California,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,California,,,,,,,,,,,,54,Monitor,GP partnership reference,MBK Rental Living Sells Luxury Apartment Community In Central Orange,Yield PRO,https://yieldpro.com/2026/09/zia-2/,75,DFP-0362D335E0,55,JV / Partnership - JV / Partnership - California - MBK Rental Living Sells Luxury Apartment Community In Central Orange,JV / Partnership - Unknown - California,DCL-20260904-045,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0043,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,80,2026-09-04 00:49:55,art_46a07312677eac84,valid,Development Activity,,new_or_fresh,100,open,General Project Signal - Atlanta / Georgia - City Opens Housing Lottery for 227 South Bronx Apartments,General Project Signal,Apartment,Apartment,Atlanta / Georgia,Atlanta,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,227 units,,,,,,,,,,,53,Monitor,Underwriting benchmark,City Opens Housing Lottery for 227 South Bronx Apartments,Connect CRE Apartments,https://www.connectcre.com/stories/city-opens-housing-lottery-for-227-south-bronx-apartments/,95,DFP-83C1BFF2A2,65,General Project Signal - General Project Signal - Atlanta / Georgia - City Opens Housing Lottery for 227 South Bronx Apartments,General Project Signal - Unknown - Los Angeles,DCL-20260904-046,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0043,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,80,2026-09-04 00:49:55,art_4addc8979f06a523,valid,Development Activity,,repeat_penalized,5,open,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,Office-to-Residential Conversion,Office-to-Residential,Apartment,Atlanta / Georgia,Atlanta,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,314 apartments,,,,,,,,,,,53,Monitor,Construction strategy reference,JLB Pursuing Buckhead Office-to-Apartments Conversion,Connect CRE Atlanta,https://www.connectcre.com/stories/jlb-pursuing-buckhead-office-to-apartments-conversion/,78,DFP-7B5F4F1F30,65,Office-to-Residential Conversion - Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,Office-to-Residential Conversion - Unknown - Los Angeles,DCL-20260904-047,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0043,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,80,2026-09-04 00:49:55,art_74b6034bca9c58bb,valid,Development Activity,GP / Capital Activity,repeat_penalized,5,open,Acquisition - Atlanta / Georgia - ParkProperty Acquires 280-Unit Buckhead Apartment Community,Acquisition,Apartment,Apartment,Atlanta / Georgia,Atlanta,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,,$75 million; $75 million,,,,,,,,,,52,Monitor,Underwriting benchmark,ParkProperty Acquires 280-Unit Buckhead Apartment Community,Connect CRE Atlanta,https://www.connectcre.com/stories/parkproperty-acquires-280-unit-buckhead-apartment-community/,62,DFP-07ED33BE57,65,Acquisition - Acquisition - Atlanta / Georgia - ParkProperty Acquires 280-Unit Buckhead Apartment Community,Acquisition - Unknown - Los Angeles,DCL-20260904-048,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0165,"General Project Signal - Nashville / Tennessee - Holladay, Urban League Open East Nashville Affordable Housing Community",80,2026-09-04 00:49:55,art_01264b28eaebfa6c,valid,Development Activity,,new_or_fresh,100,open,"General Project Signal - Nashville / Tennessee - Holladay, Urban League Open East Nashville Affordable Housing Community",General Project Signal,Affordable Housing,Affordable Housing,Nashville / Tennessee,Tennessee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,$2 million,,,,,,,,,,52,Monitor,Underwriting benchmark,"Holladay, Urban League Open East Nashville Affordable Housing Community",REBusiness Online,https://rebusinessonline.com/holladay-urban-league-open-east-nashville-affordable-housing-community/,92,DFP-2F1C962696,65,"General Project Signal - General Project Signal - Nashville / Tennessee - Holladay, Urban League Open East Nashville Affordable Housing Community",General Project Signal - Unknown - Sun Belt,DCL-20260904-049,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0043,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,80,2026-09-04 00:49:55,art_20a9faf565b75e9f,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Acquisition - Atlanta / Georgia - HMF Americana Developing Charlotte Mixed-Use Community,Acquisition,BTR / Single-Family Rental,BTR / Single-Family Rental,Atlanta / Georgia,Atlanta,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,,,,,,,,,,,,50,Monitor,Monitor only,HMF Americana Developing Charlotte Mixed-Use Community,Connect CRE Apartments,https://www.connectcre.com/stories/hmf-americana-developing-charlotte-mixed-use-community/,85,DFP-3D4275CE4C,55,Acquisition - Acquisition - Atlanta / Georgia - HMF Americana Developing Charlotte Mixed-Use Community,Acquisition - Unknown - Los Angeles,DCL-20260904-050,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0152,Entitlement / Permitting - San Francisco / California - Meeting Scheduled for New Apartments at 2051 Market Street in San Francisco,80,2026-09-04 00:49:55,art_5e641a9ec009a0f2,valid,Development Activity,,acceptable_repeat,66,access_limited,Entitlement / Permitting - San Francisco / California - Meeting Scheduled for New Apartments at 2051 Market Street in San Francisco,Entitlement / Permitting,Apartment,Apartment,San Francisco / California,San Francisco,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,California,,,,,,,,,,,entitlement,49,Monitor,Entitlement / zoning watch,Meeting Scheduled for New Apartments at 2051 Market Street in San Francisco,SF YIMBY,https://sfyimby.com/2026/09/meeting-scheduled-for-new-apartments-at-2051-market-street-in-san-francisco.html,84,DFP-1E85461A5E,55,Entitlement / Permitting - Entitlement / Permitting - San Francisco / California - Meeting Scheduled for New Apartments at 2051 Market Street in San Francisco,Entitlement / Permitting - Unknown - California,DCL-20260904-051,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0071,Office-to-Residential Conversion - Houston / Texas - Southeastern Tops Out 330-Unit Multifamily Redevelopment Project in Houston,80,2026-09-04 00:49:55,art_15bc805d24b39bfe,valid,Development Activity,,new_or_fresh,100,open,Office-to-Residential Conversion - Houston / Texas - Southeastern Tops Out 330-Unit Multifamily Redevelopment Project in Houston,Office-to-Residential Conversion,Office-to-Residential,Apartment,Houston / Texas,Georgia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Houston / Texas,,,,,,,,,,,,49,Monitor,Construction strategy reference,Southeastern Tops Out 330-Unit Multifamily Redevelopment Project in Houston,REBusiness Online,https://rebusinessonline.com/southeastern-tops-out-330-unit-multifamily-redevelopment-project-in-houston/,95,DFP-3D77EB00D1,55,Office-to-Residential Conversion - Office-to-Residential Conversion - Houston / Texas - Southeastern Tops Out 330-Unit Multifamily Redevelopment Project in Houston,Office-to-Residential Conversion - Unknown - Houston / Texas,DCL-20260904-052,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0100,Entitlement / Permitting - Los Angeles / California - L.A. County approves up to $20M for affordable housing in Claremont,80,2026-09-04 00:49:55,art_b4b134cc3bae83dc,valid,Development Activity,,acceptable_repeat,66,access_limited,Entitlement / Permitting - Los Angeles / California - Port of L.A. invest $4 million in Battleship Iowa Museum expansion,Entitlement / Permitting,Unknown Residential,General Residential,Los Angeles / California,Los Angeles,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,,$4 million; $4 million; $4 million,,,,,,,,,approved,48,Monitor,Entitlement / zoning watch,Port of L.A. invest $4 million in Battleship Iowa Museum expansion,Urbanize LA,https://la.urbanize.city/post/port-la-invest-4-million-battleship-iowa-museum-expansion,50,DFP-9FA82CECAE,65,Entitlement / Permitting - Entitlement / Permitting - Los Angeles / California - Port of L.A. invest $4 million in Battleship Iowa Museum expansion,Entitlement / Permitting - Unknown - Los Angeles,DCL-20260904-053,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0136,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,80,2026-09-04 00:49:55,art_35932cc65c6c7dcf,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,"Acquisition - Other / Unknown - Northmarq Brokers Sale of 301-Unit Multifamily Property in Wichita, Kansas",Acquisition,Multifamily,Multifamily,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,northmarq,northmarq,Unknown,Unknown,Other / Unknown,,,,,,,,,,,,46,Monitor,Monitor only,"Northmarq Brokers Sale of 301-Unit Multifamily Property in Wichita, Kansas",REBusiness Online,https://rebusinessonline.com/northmarq-brokers-sale-of-301-unit-multifamily-property-in-wichita-kansas/,80,DFP-8E15F234EC,55,"Acquisition - Acquisition - Other / Unknown - Northmarq Brokers Sale of 301-Unit Multifamily Property in Wichita, Kansas",Acquisition - Unknown - Other / Unknown,DCL-20260904-054,1
