run_date,run_id,canonical_project_id,canonical_project_name,market,submarket,residential_sector,gp_or_developer,first_seen_date,last_seen_date,observation_count,source_count,lifecycle_stage_history,latest_lifecycle_stage,highest_opportunity_score,highest_risk_score,entitlement_signal_count,timing_signal_count,financing_signal_count,distress_signal_count,relationship_edge_count,progression_status,stall_risk_label,persistent_asset_score,woomi_asset_watch_priority,recommended_asset_memory_follow_up
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0073,Cypress Equity Investments gets $170M loan for two Santa Monica projects,Other / Unknown,Unknown,General Residential,Construction Financing - Other / Unknown - Cypress Equity Investments gets $170M loan for two Santa Monica projects,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,1,0,1,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0041,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,Other / Unknown,L.A.,Mixed-Use Residential,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,1,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0019,"Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",Other / Unknown,Los Angeles,Affordable Housing,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0043,"General Project Signal - Los Angeles - Taylor Yard wetland takes shape, General Hospital update, and more",Los Angeles,La County,Mixed-Use Residential,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0045,General Project Signal - New York - Ares Acquires Stake in Rover Pipeline from Blackstone Energy Transition Partners to Serve...,Other / Unknown,Los Angeles,General Residential,Blackstone,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0037,Grand Opening Celebration for Affordable Housing Development Palladium Park Row in the Katy Area of Houston,Other / Unknown,Los Angeles,Affordable Housing,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0053,"Lendlease, Aware Super Open Habitat Mixed-Use Campus in Los Angeles",Los Angeles,Unknown,General Residential,"JV / Partnership - Los Angeles - Lendlease, Aware Super Open Habitat Mixed-Use Campus in Los Angeles",2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0013,"Lendlease, Aware Super Open Habitat Mixed-Use Campus in Los Angeles",Other / Unknown,Los Angeles,Mixed-Use Residential,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0075,Major Development Groundbreaking on Landmark Multifamily Mixed-Use Community The Piazza at Ardmore in Philadelphia,Other / Unknown,Unknown,General Residential,Development Start - Other / Unknown - Major Development Groundbreaking on Landmark Multifamily Mixed-Use Community The Piazza at...,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0050,New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,Los Angeles,Unknown,General Residential,General Project Signal - Los Angeles - New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0049,Site prep underway for affordable housing at 4301 S. Vermont Ave.,Los Angeles,Unknown,General Residential,Entitlement / Permitting - Los Angeles - Site prep underway for affordable housing at 4301 S. Vermont Ave.,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0051,Soaring above the 17-acre One Beverly Hills site,Los Angeles,Unknown,General Residential,General Project Signal - Los Angeles - Soaring above the 17-acre One Beverly Hills site,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0088,Southern Land Company Launches Mortgage Division,Other / Unknown,Los Angeles,General Residential,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0044,"Taylor Yard wetland takes shape, General Hospital update, and more",Other / Unknown,Los Angeles,Mixed-Use Residential,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0046,The Broad's $100M expansion tops out in DTLA,Los Angeles,Unknown,General Residential,Development Start - Los Angeles - The Broad's $100M expansion tops out in DTLA,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0026,WMC Commercial Buys Upland Village Green Multifamily Property in California for $48.5M,California,Unknown,General Residential,Acquisition - California - WMC Commercial Buys Upland Village Green Multifamily Property in California for $48.5M,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0096,13th Floor Secures $47M Loan and Breaks Ground on 222-Unit Venture on the Trail Multifamily Development in Greenville South Carolina,Sun Belt,Unknown,General Residential,General Project Signal - Sun Belt - 13th Floor Secures $47M Loan and Breaks Ground on 222-Unit Venture on the Trail Multifamil...,2026-05-19,2026-05-19,2,1,,Unknown Stage,0,0,0,0,2,0,2,Newly Detected,Unknown,16,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0065,Barings Refis Williamsburg Wharf With $374M Loan,New York,Unknown,General Residential,Refinancing - New York - Barings Refis Williamsburg Wharf With $374M Loan,2026-05-19,2026-05-19,2,1,,Unknown Stage,0,0,0,0,2,0,2,Newly Detected,Unknown,16,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0095,"Struggling To Find Equity, Developers Pull Back On New Builds",Sun Belt,Unknown,General Residential,"Development Start - Sun Belt - Struggling To Find Equity, Developers Pull Back On New Builds",2026-05-19,2026-05-19,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,16,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0070,Build-to-rent sale mandate cut from House’s ROAD to Housing bill,Other / Unknown,Unknown,General Residential,BTR / Build-to-Rent - Other / Unknown - Build-to-rent sale mandate cut from House’s ROAD to Housing bill,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0080,Builders Stay Cautious as Single-Family Permits Weaken,Other / Unknown,Unknown,General Residential,Entitlement / Permitting - Other / Unknown - Builders Stay Cautious as Single-Family Permits Weaken,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,1,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0071,"Cushman & Wakefield Brokers $26.4M Sale of Build-to-Rent Community in Matteson, Illinois",Other / Unknown,Unknown,General Residential,"BTR / Build-to-Rent - Other / Unknown - Cushman & Wakefield Brokers $26.4M Sale of Build-to-Rent Community in Matteson, Illinois",2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0066,Dermot Co. Receives $355M Loan for Refinancing of Upper Manhattan Apartment Tower,New York,Unknown,General Residential,Refinancing - New York - Dermot Co. Receives $355M Loan for Refinancing of Upper Manhattan Apartment Tower,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,1,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0074,Fourth Quarter 2025 Multifamily Construction Data,Other / Unknown,Unknown,General Residential,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,1,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0063,"Merchants Capital, New York City Provide $42M for Brooklyn Affordable Housing",New York,Unknown,General Residential,"Construction Financing - New York - Merchants Capital, New York City Provide $42M for Brooklyn Affordable Housing",2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0076,Missing Middle Weakness,Other / Unknown,Unknown,General Residential,Development Start - Other / Unknown - Missing Middle Weakness,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0083,Multifamily Absorption Rate Remains Below 50%,Other / Unknown,Unknown,General Residential,General Project Signal - Other / Unknown - Multifamily Absorption Rate Remains Below 50%,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0079,NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,Other / Unknown,Unknown,General Residential,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0077,Overall Housing Starts Inch Lower in 2025,Other / Unknown,Unknown,General Residential,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0081,"Preliminary Permits Filed For 3350 West Bayshore Road, Palo Alto",Other / Unknown,Unknown,General Residential,"Entitlement / Permitting - Other / Unknown - Preliminary Permits Filed For 3350 West Bayshore Road, Palo Alto",2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,1,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0082,Shorter Apartment Construction Time in 2024,Other / Unknown,Unknown,General Residential,Entitlement / Permitting - Other / Unknown - Shorter Apartment Construction Time in 2024,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,1,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0078,Third Quarter 2025 Multifamily Construction Data,Other / Unknown,Unknown,General Residential,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,1,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0084,Walker & Dunlop Arranges Equity Syndication for Colorado Affordable Multifamily Community Verrbena in Denver,Other / Unknown,Unknown,General Residential,General Project Signal - Other / Unknown - Walker & Dunlop Arranges Equity Syndication for Colorado Affordable Multifamily Community...,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
